po_id,supplier,destination_location,order_date,expected_receipt_date,order_status,currency,payment_terms_days
PO-20221107-001875,Tecfluid Norte,CD Santiago,2022-11-07,2023-01-01,received,CLP,30
PO-20221107-002103,Maestranza Integral,CD Santiago,2022-11-07,2022-12-12,received,CLP,30
PO-20221108-002014,Andes Motion,CD Santiago,2022-11-08,2023-02-06,received,CLP,45
PO-20221109-003086,Pacific Seal Supply,CD Santiago,2022-11-09,2023-04-08,received,CLP,45
PO-20221111-001255,Maestranza Integral,CD Santiago,2022-11-11,2022-12-16,received,CLP,30
PO-20221111-001317,Industrial Flow Partners,CD Santiago,2022-11-11,2023-05-10,received,CLP,60
PO-20221111-002384,Andes Motion,CD Santiago,2022-11-11,2023-02-09,received,CLP,45
PO-20221113-000584,Pacific Seal Supply,CD Santiago,2022-11-13,2023-04-12,received,CLP,45
PO-20221113-002392,Hydroline Andina,CD Santiago,2022-11-13,2022-12-04,received,CLP,30
PO-20221113-002735,Maestranza Integral,CD Santiago,2022-11-13,2022-12-18,received,CLP,30
PO-20221114-001714,Hydroline Andina,CD Santiago,2022-11-14,2022-12-05,received,CLP,30
PO-20221114-002206,Industrial Flow Partners,CD Santiago,2022-11-14,2023-05-13,received,CLP,60
PO-20221114-002950,Andes Motion,CD Santiago,2022-11-14,2023-02-12,received,CLP,45
PO-20221115-000775,Industrial Flow Partners,CD Santiago,2022-11-15,2023-05-14,received,CLP,60
PO-20221115-001271,Maestranza Integral,CD Santiago,2022-11-15,2022-12-20,received,CLP,30
PO-20221115-001830,Hydroline Andina,CD Santiago,2022-11-15,2022-12-06,received,CLP,30
PO-20221115-002404,Hydroline Andina,CD Santiago,2022-11-15,2022-12-06,received,CLP,30
PO-20221115-002918,Pacific Seal Supply,CD Santiago,2022-11-15,2023-04-14,received,CLP,45
PO-20221115-003078,Industrial Flow Partners,CD Santiago,2022-11-15,2023-05-14,received,CLP,60
PO-20221116-000051,Hydroline Andina,CD Santiago,2022-11-16,2022-12-07,received,CLP,30
PO-20221116-001375,Hydroline Andina,CD Santiago,2022-11-16,2022-12-07,received,CLP,30
PO-20221116-001401,Industrial Flow Partners,CD Santiago,2022-11-16,2023-05-15,received,CLP,60
PO-20221117-000124,Tecfluid Norte,CD Santiago,2022-11-17,2023-01-11,received,CLP,30
PO-20221117-000176,Hydroline Andina,CD Santiago,2022-11-17,2022-12-08,received,CLP,30
PO-20221117-001583,Tecfluid Norte,CD Santiago,2022-11-17,2023-01-11,received,CLP,30
PO-20221117-002439,Hydroline Andina,CD Santiago,2022-11-17,2022-12-08,received,CLP,30
PO-20221117-002482,Maestranza Integral,CD Santiago,2022-11-17,2022-12-22,received,CLP,30
PO-20221118-000564,Tecfluid Norte,CD Santiago,2022-11-18,2023-01-12,received,CLP,30
PO-20221118-002368,Hydroline Andina,CD Santiago,2022-11-18,2022-12-09,received,CLP,30
PO-20221118-002879,Hydroline Andina,CD Santiago,2022-11-18,2022-12-09,received,CLP,30
PO-20221119-001642,Pacific Seal Supply,CD Santiago,2022-11-19,2023-04-18,received,CLP,45
PO-20221119-001941,Industrial Flow Partners,CD Santiago,2022-11-19,2023-05-18,received,CLP,60
PO-20221120-000808,Andes Motion,CD Santiago,2022-11-20,2023-02-18,received,CLP,45
PO-20221120-001336,Andes Motion,CD Santiago,2022-11-20,2023-02-18,received,CLP,45
PO-20221120-002508,Andes Motion,CD Santiago,2022-11-20,2023-02-18,received,CLP,45
PO-20221120-002631,Andes Motion,CD Santiago,2022-11-20,2023-02-18,received,CLP,45
PO-20221120-002929,Hydroline Andina,CD Santiago,2022-11-20,2022-12-11,received,CLP,30
PO-20221120-002968,Hydroline Andina,CD Santiago,2022-11-20,2022-12-11,received,CLP,30
PO-20221121-000229,Industrial Flow Partners,CD Santiago,2022-11-21,2023-05-20,received,CLP,60
PO-20221121-000970,Pacific Seal Supply,CD Santiago,2022-11-21,2023-04-20,received,CLP,45
PO-20221121-002982,Hydroline Andina,CD Santiago,2022-11-21,2022-12-12,received,CLP,30
PO-20221122-001811,Pacific Seal Supply,CD Santiago,2022-11-22,2023-04-21,received,CLP,45
PO-20221122-002575,Maestranza Integral,CD Santiago,2022-11-22,2022-12-27,received,CLP,30
PO-20221123-000284,Andes Motion,CD Santiago,2022-11-23,2023-02-21,received,CLP,45
PO-20221124-001109,Tecfluid Norte,CD Santiago,2022-11-24,2023-01-18,received,CLP,30
PO-20221124-001308,Andes Motion,CD Santiago,2022-11-24,2023-02-22,received,CLP,45
PO-20221124-001624,Industrial Flow Partners,CD Santiago,2022-11-24,2023-05-23,received,CLP,60
PO-20221124-002305,Andes Motion,CD Santiago,2022-11-24,2023-02-22,received,CLP,45
PO-20221124-002467,Hydroline Andina,CD Santiago,2022-11-24,2022-12-15,received,CLP,30
PO-20221124-002894,Andes Motion,CD Santiago,2022-11-24,2023-02-22,received,CLP,45
PO-20221125-001445,Tecfluid Norte,CD Santiago,2022-11-25,2023-01-19,received,CLP,30
PO-20221125-001493,Tecfluid Norte,CD Santiago,2022-11-25,2023-01-19,received,CLP,30
PO-20221125-001849,Andes Motion,CD Santiago,2022-11-25,2023-02-23,received,CLP,45
PO-20221126-000116,Andes Motion,CD Santiago,2022-11-26,2023-02-24,received,CLP,45
PO-20221126-000217,Hydroline Andina,CD Santiago,2022-11-26,2022-12-17,received,CLP,30
PO-20221126-000579,Tecfluid Norte,CD Santiago,2022-11-26,2023-01-20,received,CLP,30
PO-20221126-001676,Maestranza Integral,CD Santiago,2022-11-26,2022-12-31,received,CLP,30
PO-20221127-001136,Andes Motion,CD Santiago,2022-11-27,2023-02-25,received,CLP,45
PO-20221128-000638,Maestranza Integral,CD Santiago,2022-11-28,2023-01-02,received,CLP,30
PO-20221128-000680,Industrial Flow Partners,CD Santiago,2022-11-28,2023-05-27,received,CLP,60
PO-20221128-001476,Andes Motion,CD Santiago,2022-11-28,2023-02-26,received,CLP,45
PO-20221128-001548,Hydroline Andina,CD Santiago,2022-11-28,2022-12-19,received,CLP,30
PO-20221129-000161,Industrial Flow Partners,CD Santiago,2022-11-29,2023-05-28,received,CLP,60
PO-20221129-000662,Andes Motion,CD Santiago,2022-11-29,2023-02-27,received,CLP,45
PO-20221130-000623,Hydroline Andina,CD Santiago,2022-11-30,2022-12-21,received,CLP,30
PO-20221130-001148,Andes Motion,CD Santiago,2022-11-30,2023-02-28,received,CLP,45
PO-20221201-001141,Industrial Flow Partners,CD Santiago,2022-12-01,2023-05-30,received,CLP,60
PO-20221201-001183,Tecfluid Norte,CD Santiago,2022-12-01,2023-01-25,received,CLP,30
PO-20221201-001351,Tecfluid Norte,CD Santiago,2022-12-01,2023-01-25,received,CLP,30
PO-20221201-001510,Maestranza Integral,CD Santiago,2022-12-01,2023-01-05,received,CLP,30
PO-20221201-002328,Maestranza Integral,CD Santiago,2022-12-01,2023-01-05,received,CLP,30
PO-20221202-000954,Hydroline Andina,CD Santiago,2022-12-02,2022-12-23,received,CLP,30
PO-20221202-001277,Tecfluid Norte,CD Santiago,2022-12-02,2023-01-26,received,CLP,30
PO-20221203-001064,Tecfluid Norte,CD Santiago,2022-12-03,2023-01-27,received,CLP,30
PO-20221203-001082,Maestranza Integral,CD Santiago,2022-12-03,2023-01-07,received,CLP,30
PO-20221204-001423,Maestranza Integral,CD Santiago,2022-12-04,2023-01-08,received,CLP,30
PO-20221204-002522,Pacific Seal Supply,CD Santiago,2022-12-04,2023-05-03,received,CLP,45
PO-20221204-003196,Maestranza Integral,CD Santiago,2022-12-04,2023-01-08,received,CLP,30
PO-20221205-001205,Hydroline Andina,CD Santiago,2022-12-05,2022-12-26,received,CLP,30
PO-20221205-002056,Hydroline Andina,CD Santiago,2022-12-05,2022-12-26,received,CLP,30
PO-20221206-000177,Hydroline Andina,CD Santiago,2022-12-06,2022-12-27,received,CLP,30
PO-20221207-000499,Industrial Flow Partners,CD Santiago,2022-12-07,2023-06-05,received,CLP,60
PO-20221207-002951,Andes Motion,CD Santiago,2022-12-07,2023-03-07,received,CLP,45
PO-20221208-000726,Hydroline Andina,CD Santiago,2022-12-08,2022-12-29,received,CLP,30
PO-20221209-001715,Hydroline Andina,CD Santiago,2022-12-09,2022-12-30,received,CLP,30
PO-20221210-001156,Pacific Seal Supply,CD Santiago,2022-12-10,2023-05-09,received,CLP,45
PO-20221210-001982,Industrial Flow Partners,CD Santiago,2022-12-10,2023-06-08,received,CLP,60
PO-20221210-002405,Hydroline Andina,CD Santiago,2022-12-10,2022-12-31,received,CLP,30
PO-20221211-000313,Pacific Seal Supply,CD Santiago,2022-12-11,2023-05-10,received,CLP,45
PO-20221211-001223,Hydroline Andina,CD Santiago,2022-12-11,2023-01-01,received,CLP,30
PO-20221211-001625,Industrial Flow Partners,CD Santiago,2022-12-11,2023-06-09,received,CLP,60
PO-20221212-000376,Hydroline Andina,CD Santiago,2022-12-12,2023-01-02,received,CLP,30
PO-20221212-002192,Andes Motion,CD Santiago,2022-12-12,2023-03-12,received,CLP,45
PO-20221213-000426,Tecfluid Norte,CD Santiago,2022-12-13,2023-02-06,received,CLP,30
PO-20221213-000809,Andes Motion,CD Santiago,2022-12-13,2023-03-13,received,CLP,45
PO-20221213-002632,Andes Motion,CD Santiago,2022-12-13,2023-03-13,received,CLP,45
PO-20221214-000254,Hydroline Andina,CD Santiago,2022-12-14,2023-01-04,received,CLP,30
PO-20221214-000645,Industrial Flow Partners,CD Santiago,2022-12-14,2023-06-12,received,CLP,60
PO-20221214-002295,Tecfluid Norte,CD Santiago,2022-12-14,2023-02-07,received,CLP,30
PO-20221215-000086,Pacific Seal Supply,CD Santiago,2022-12-15,2023-05-14,received,CLP,45
PO-20221215-001352,Tecfluid Norte,CD Santiago,2022-12-15,2023-02-08,received,CLP,30
PO-20221215-002133,Maestranza Integral,CD Santiago,2022-12-15,2023-01-19,received,CLP,30
PO-20221215-002172,Maestranza Integral,CD Santiago,2022-12-15,2023-01-19,received,CLP,30
PO-20221216-001386,Hydroline Andina,CD Santiago,2022-12-16,2023-01-06,received,CLP,30
PO-20221217-002263,Andes Motion,CD Santiago,2022-12-17,2023-03-17,received,CLP,45
PO-20221217-002646,Industrial Flow Partners,CD Santiago,2022-12-17,2023-06-15,received,CLP,60
PO-20221217-002728,Hydroline Andina,CD Santiago,2022-12-17,2023-01-07,received,CLP,30
PO-20221217-002753,Tecfluid Norte,CD Santiago,2022-12-17,2023-02-10,received,CLP,30
PO-20221218-001850,Andes Motion,CD Santiago,2022-12-18,2023-03-18,received,CLP,45
PO-20221218-002369,Hydroline Andina,CD Santiago,2022-12-18,2023-01-08,received,CLP,30
PO-20221219-001137,Andes Motion,CD Santiago,2022-12-19,2023-03-19,received,CLP,45
PO-20221219-001194,Andes Motion,CD Santiago,2022-12-19,2023-03-19,received,CLP,45
PO-20221219-001233,Pacific Seal Supply,CD Santiago,2022-12-19,2023-05-18,received,CLP,45
PO-20221219-001992,Tecfluid Norte,CD Santiago,2022-12-19,2023-02-12,received,CLP,30
PO-20221220-000016,Industrial Flow Partners,CD Santiago,2022-12-20,2023-06-18,received,CLP,60
PO-20221220-002468,Hydroline Andina,CD Santiago,2022-12-20,2023-01-10,received,CLP,30
PO-20221220-002853,Tecfluid Norte,CD Santiago,2022-12-20,2023-02-13,received,CLP,30
PO-20221221-000828,Andes Motion,CD Santiago,2022-12-21,2023-03-21,received,CLP,45
PO-20221221-001953,Hydroline Andina,CD Santiago,2022-12-21,2023-01-11,received,CLP,30
PO-20221221-002202,Andes Motion,CD Santiago,2022-12-21,2023-03-21,received,CLP,45
PO-20221222-000702,Hydroline Andina,CD Santiago,2022-12-22,2023-01-12,received,CLP,30
PO-20221222-001012,Andes Motion,CD Santiago,2022-12-22,2023-03-22,received,CLP,45
PO-20221222-002833,Andes Motion,CD Santiago,2022-12-22,2023-03-22,received,CLP,45
PO-20221222-003087,Pacific Seal Supply,CD Santiago,2022-12-22,2023-05-21,received,CLP,45
PO-20221223-001494,Tecfluid Norte,CD Santiago,2022-12-23,2023-02-16,received,CLP,30
PO-20221223-002760,Andes Motion,CD Santiago,2022-12-23,2023-03-23,received,CLP,45
PO-20221223-002845,Industrial Flow Partners,CD Santiago,2022-12-23,2023-06-21,received,CLP,60
PO-20221224-000348,Hydroline Andina,CD Santiago,2022-12-24,2023-01-14,received,CLP,30
PO-20221224-001039,Pacific Seal Supply,CD Santiago,2022-12-24,2023-05-23,received,CLP,45
PO-20221224-001477,Andes Motion,CD Santiago,2022-12-24,2023-03-24,received,CLP,45
PO-20221225-000671,Pacific Seal Supply,CD Santiago,2022-12-25,2023-05-24,received,CLP,45
PO-20221226-000421,Hydroline Andina,CD Santiago,2022-12-26,2023-01-16,received,CLP,30
PO-20221226-000681,Industrial Flow Partners,CD Santiago,2022-12-26,2023-06-24,received,CLP,60
PO-20221226-000889,Hydroline Andina,CD Santiago,2022-12-26,2023-01-16,received,CLP,30
PO-20221227-000332,Hydroline Andina,CD Santiago,2022-12-27,2023-01-17,received,CLP,30
PO-20221227-000445,Industrial Flow Partners,CD Santiago,2022-12-27,2023-06-25,received,CLP,60
PO-20221227-000490,Industrial Flow Partners,CD Santiago,2022-12-27,2023-06-25,received,CLP,60
PO-20221227-000786,Tecfluid Norte,CD Santiago,2022-12-27,2023-02-20,received,CLP,30
PO-20221227-001157,Pacific Seal Supply,CD Santiago,2022-12-27,2023-05-26,received,CLP,45
PO-20221227-001626,Industrial Flow Partners,CD Santiago,2022-12-27,2023-06-25,received,CLP,60
PO-20221227-002251,Hydroline Andina,CD Santiago,2022-12-27,2023-01-17,received,CLP,30
PO-20221228-000157,Andes Motion,CD Santiago,2022-12-28,2023-03-28,received,CLP,45
PO-20221228-000539,Maestranza Integral,CD Santiago,2022-12-28,2023-02-01,received,CLP,30
PO-20221228-001894,Tecfluid Norte,CD Santiago,2022-12-28,2023-02-21,received,CLP,30
PO-20221229-000520,Hydroline Andina,CD Santiago,2022-12-29,2023-01-19,received,CLP,30
PO-20221229-001805,Maestranza Integral,CD Santiago,2022-12-29,2023-02-02,received,CLP,30
PO-20221229-002036,Pacific Seal Supply,CD Santiago,2022-12-29,2023-05-28,received,CLP,45
PO-20221229-002286,Pacific Seal Supply,CD Santiago,2022-12-29,2023-05-28,received,CLP,45
PO-20221229-002555,Maestranza Integral,CD Santiago,2022-12-29,2023-02-02,received,CLP,30
PO-20221229-002983,Hydroline Andina,CD Santiago,2022-12-29,2023-01-19,received,CLP,30
PO-20221230-000845,Industrial Flow Partners,CD Santiago,2022-12-30,2023-06-28,received,CLP,60
PO-20221230-001353,Tecfluid Norte,CD Santiago,2022-12-30,2023-02-23,received,CLP,30
PO-20221230-001716,Hydroline Andina,CD Santiago,2022-12-30,2023-01-20,received,CLP,30
PO-20221230-002488,Hydroline Andina,CD Santiago,2022-12-30,2023-01-20,received,CLP,30
PO-20221230-002493,Andes Motion,CD Santiago,2022-12-30,2023-03-30,received,CLP,45
PO-20221230-002523,Pacific Seal Supply,CD Santiago,2022-12-30,2023-05-29,received,CLP,45
PO-20221230-002701,Hydroline Andina,CD Santiago,2022-12-30,2023-01-20,received,CLP,30
PO-20221231-001397,Andes Motion,CD Santiago,2022-12-31,2023-03-31,received,CLP,45
PO-20221231-001456,Pacific Seal Supply,CD Santiago,2022-12-31,2023-05-30,received,CLP,45
PO-20230102-000218,Hydroline Andina,CD Santiago,2023-01-02,2023-01-23,received,CLP,30
PO-20230102-002796,Pacific Seal Supply,CD Santiago,2023-01-02,2023-06-01,received,CLP,45
PO-20230103-001301,Hydroline Andina,CD Santiago,2023-01-03,2023-01-24,received,CLP,30
PO-20230104-000052,Hydroline Andina,CD Santiago,2023-01-04,2023-01-25,received,CLP,30
PO-20230104-002711,Andes Motion,CD Santiago,2023-01-04,2023-04-04,received,CLP,45
PO-20230105-002232,Andes Motion,CD Santiago,2023-01-05,2023-04-05,received,CLP,45
PO-20230105-003036,Tecfluid Norte,CD Santiago,2023-01-05,2023-03-01,received,CLP,30
PO-20230106-002134,Maestranza Integral,CD Santiago,2023-01-06,2023-02-10,received,CLP,30
PO-20230106-002406,Hydroline Andina,CD Santiago,2023-01-06,2023-01-27,received,CLP,30
PO-20230107-000838,Andes Motion,CD Santiago,2023-01-07,2023-04-07,received,CLP,45
PO-20230107-001942,Industrial Flow Partners,CD Santiago,2023-01-07,2023-07-06,received,CLP,60
PO-20230108-000255,Hydroline Andina,CD Santiago,2023-01-08,2023-01-29,received,CLP,30
PO-20230108-000967,Tecfluid Norte,CD Santiago,2023-01-08,2023-03-04,received,CLP,30
PO-20230108-002812,Maestranza Integral,CD Santiago,2023-01-08,2023-02-12,received,CLP,30
PO-20230109-000066,Hydroline Andina,CD Santiago,2023-01-09,2023-01-30,received,CLP,30
PO-20230109-000703,Hydroline Andina,CD Santiago,2023-01-09,2023-01-30,received,CLP,30
PO-20230109-000955,Hydroline Andina,CD Santiago,2023-01-09,2023-01-30,received,CLP,30
PO-20230109-002329,Maestranza Integral,CD Santiago,2023-01-09,2023-02-13,received,CLP,30
PO-20230109-002342,Hydroline Andina,CD Santiago,2023-01-09,2023-01-30,received,CLP,30
PO-20230109-002440,Hydroline Andina,CD Santiago,2023-01-09,2023-01-30,received,CLP,30
PO-20230109-002746,Hydroline Andina,CD Santiago,2023-01-09,2023-01-30,received,CLP,30
PO-20230109-003025,Hydroline Andina,CD Santiago,2023-01-09,2023-01-30,received,CLP,30
PO-20230109-003062,Maestranza Integral,CD Santiago,2023-01-09,2023-02-13,received,CLP,30
PO-20230110-000238,Industrial Flow Partners,CD Santiago,2023-01-10,2023-07-09,received,CLP,60
PO-20230110-001144,Maestranza Integral,CD Santiago,2023-01-10,2023-02-14,received,CLP,30
PO-20230110-001584,Tecfluid Norte,CD Santiago,2023-01-10,2023-03-06,received,CLP,30
PO-20230110-002880,Hydroline Andina,CD Santiago,2023-01-10,2023-01-31,received,CLP,30
PO-20230111-002608,Hydroline Andina,CD Santiago,2023-01-11,2023-02-01,received,CLP,30
PO-20230112-000377,Hydroline Andina,CD Santiago,2023-01-12,2023-02-02,received,CLP,30
PO-20230112-002153,Industrial Flow Partners,CD Santiago,2023-01-12,2023-07-11,received,CLP,60
PO-20230115-001083,Maestranza Integral,CD Santiago,2023-01-15,2023-02-19,received,CLP,30
PO-20230115-001651,Maestranza Integral,CD Santiago,2023-01-15,2023-02-19,received,CLP,30
PO-20230115-002930,Hydroline Andina,CD Santiago,2023-01-15,2023-02-05,received,CLP,30
PO-20230115-003047,Hydroline Andina,CD Santiago,2023-01-15,2023-02-05,received,CLP,30
PO-20230116-000727,Hydroline Andina,CD Santiago,2023-01-16,2023-02-06,received,CLP,30
PO-20230116-001393,Andes Motion,CD Santiago,2023-01-16,2023-04-16,received,CLP,45
PO-20230116-001977,Tecfluid Norte,CD Santiago,2023-01-16,2023-03-12,received,CLP,30
PO-20230116-002313,Tecfluid Norte,CD Santiago,2023-01-16,2023-03-12,received,CLP,30
PO-20230117-000890,Hydroline Andina,CD Santiago,2023-01-17,2023-02-07,received,CLP,30
PO-20230117-002045,Maestranza Integral,CD Santiago,2023-01-17,2023-02-21,received,CLP,30
PO-20230117-003174,Industrial Flow Partners,CD Santiago,2023-01-17,2023-07-16,received,CLP,60
PO-20230118-000037,Hydroline Andina,CD Santiago,2023-01-18,2023-02-08,received,CLP,30
PO-20230118-000076,Maestranza Integral,CD Santiago,2023-01-18,2023-02-22,received,CLP,30
PO-20230118-001278,Tecfluid Norte,CD Santiago,2023-01-18,2023-03-14,received,CLP,30
PO-20230118-002875,Andes Motion,CD Santiago,2023-01-18,2023-04-18,received,CLP,45
PO-20230119-000453,Hydroline Andina,CD Santiago,2023-01-19,2023-02-09,received,CLP,30
PO-20230119-001013,Andes Motion,CD Santiago,2023-01-19,2023-04-19,received,CLP,45
PO-20230120-000325,Tecfluid Norte,CD Santiago,2023-01-20,2023-03-16,received,CLP,30
PO-20230120-000475,Maestranza Integral,CD Santiago,2023-01-20,2023-02-24,received,CLP,30
PO-20230120-002524,Pacific Seal Supply,CD Santiago,2023-01-20,2023-06-19,received,CLP,45
PO-20230120-002535,Hydroline Andina,CD Santiago,2023-01-20,2023-02-10,received,CLP,30
PO-20230121-000106,Hydroline Andina,CD Santiago,2023-01-21,2023-02-11,received,CLP,30
PO-20230121-000178,Hydroline Andina,CD Santiago,2023-01-21,2023-02-11,received,CLP,30
PO-20230121-000462,Industrial Flow Partners,CD Santiago,2023-01-21,2023-07-20,received,CLP,60
PO-20230121-000540,Maestranza Integral,CD Santiago,2023-01-21,2023-02-25,received,CLP,30
PO-20230121-002834,Andes Motion,CD Santiago,2023-01-21,2023-04-21,received,CLP,45
PO-20230121-002984,Hydroline Andina,CD Santiago,2023-01-21,2023-02-11,received,CLP,30
PO-20230122-000796,Maestranza Integral,CD Santiago,2023-01-22,2023-02-26,received,CLP,30
PO-20230122-002583,Tecfluid Norte,CD Santiago,2023-01-22,2023-03-18,received,CLP,30
PO-20230123-000810,Andes Motion,CD Santiago,2023-01-23,2023-04-23,received,CLP,45
PO-20230123-001170,Industrial Flow Partners,CD Santiago,2023-01-23,2023-07-22,received,CLP,60
PO-20230123-001770,Maestranza Integral,CD Santiago,2023-01-23,2023-02-27,received,CLP,30
PO-20230124-000256,Hydroline Andina,CD Santiago,2023-01-24,2023-02-14,received,CLP,30
PO-20230124-001585,Tecfluid Norte,CD Santiago,2023-01-24,2023-03-20,received,CLP,30
PO-20230124-002903,Pacific Seal Supply,CD Santiago,2023-01-24,2023-06-23,received,CLP,45
PO-20230125-000514,Tecfluid Norte,CD Santiago,2023-01-25,2023-03-21,received,CLP,30
PO-20230125-000646,Industrial Flow Partners,CD Santiago,2023-01-25,2023-07-24,received,CLP,60
PO-20230125-001677,Maestranza Integral,CD Santiago,2023-01-25,2023-03-01,received,CLP,30
PO-20230125-001876,Tecfluid Norte,CD Santiago,2023-01-25,2023-03-21,received,CLP,30
PO-20230126-002062,Pacific Seal Supply,CD Santiago,2023-01-26,2023-06-25,received,CLP,45
PO-20230126-002135,Maestranza Integral,CD Santiago,2023-01-26,2023-03-02,received,CLP,30
PO-20230127-000624,Hydroline Andina,CD Santiago,2023-01-27,2023-02-17,received,CLP,30
PO-20230127-000829,Andes Motion,CD Santiago,2023-01-27,2023-04-27,received,CLP,45
PO-20230127-001424,Maestranza Integral,CD Santiago,2023-01-27,2023-03-03,received,CLP,30
PO-20230127-001703,Maestranza Integral,CD Santiago,2023-01-27,2023-03-03,received,CLP,30
PO-20230127-002407,Hydroline Andina,CD Santiago,2023-01-27,2023-02-17,received,CLP,30
PO-20230128-002797,Pacific Seal Supply,CD Santiago,2023-01-28,2023-06-27,received,CLP,45
PO-20230129-001287,Andes Motion,CD Santiago,2023-01-29,2023-04-29,received,CLP,45
PO-20230129-001465,Pacific Seal Supply,CD Santiago,2023-01-29,2023-06-28,received,CLP,45
PO-20230129-001943,Industrial Flow Partners,CD Santiago,2023-01-29,2023-07-28,received,CLP,60
PO-20230129-002427,Andes Motion,CD Santiago,2023-01-29,2023-04-29,received,CLP,45
PO-20230130-001048,Andes Motion,CD Santiago,2023-01-30,2023-04-30,received,CLP,45
PO-20230130-001054,Andes Motion,CD Santiago,2023-01-30,2023-04-30,received,CLP,45
PO-20230130-002576,Maestranza Integral,CD Santiago,2023-01-30,2023-03-06,received,CLP,30
PO-20230131-000941,Industrial Flow Partners,CD Santiago,2023-01-31,2023-07-30,received,CLP,60
PO-20230131-002081,Hydroline Andina,CD Santiago,2023-01-31,2023-02-21,received,CLP,30
PO-20230201-000089,Industrial Flow Partners,CD Santiago,2023-02-01,2023-07-31,received,CLP,60
PO-20230201-001911,Andes Motion,CD Santiago,2023-02-01,2023-05-02,received,CLP,45
PO-20230201-002688,Maestranza Integral,CD Santiago,2023-02-01,2023-03-08,received,CLP,30
PO-20230201-003088,Pacific Seal Supply,CD Santiago,2023-02-01,2023-07-01,received,CLP,45
PO-20230202-001328,Tecfluid Norte,CD Santiago,2023-02-02,2023-03-29,received,CLP,30
PO-20230202-002591,Maestranza Integral,CD Santiago,2023-02-02,2023-03-09,received,CLP,30
PO-20230203-000597,Andes Motion,CD Santiago,2023-02-03,2023-05-04,received,CLP,45
PO-20230203-003128,Andes Motion,CD Santiago,2023-02-03,2023-05-04,received,CLP,45
PO-20230204-001293,Industrial Flow Partners,CD Santiago,2023-02-04,2023-08-03,received,CLP,60
PO-20230204-001983,Industrial Flow Partners,CD Santiago,2023-02-04,2023-08-03,received,CLP,60
PO-20230205-000304,Hydroline Andina,CD Santiago,2023-02-05,2023-02-26,received,CLP,30
PO-20230205-000559,Hydroline Andina,CD Santiago,2023-02-05,2023-02-26,received,CLP,30
PO-20230206-000219,Hydroline Andina,CD Santiago,2023-02-06,2023-02-27,received,CLP,30
PO-20230206-002180,Pacific Seal Supply,CD Santiago,2023-02-06,2023-07-06,received,CLP,45
PO-20230206-002772,Tecfluid Norte,CD Santiago,2023-02-06,2023-04-02,received,CLP,30
PO-20230206-002869,Andes Motion,CD Santiago,2023-02-06,2023-05-07,received,CLP,45
PO-20230207-000811,Andes Motion,CD Santiago,2023-02-07,2023-05-08,received,CLP,45
PO-20230208-001495,Tecfluid Norte,CD Santiago,2023-02-08,2023-04-04,received,CLP,30
PO-20230208-002370,Hydroline Andina,CD Santiago,2023-02-08,2023-03-01,received,CLP,30
PO-20230208-002702,Hydroline Andina,CD Santiago,2023-02-08,2023-03-01,received,CLP,30
PO-20230209-000378,Hydroline Andina,CD Santiago,2023-02-09,2023-03-02,received,CLP,30
PO-20230209-000581,Industrial Flow Partners,CD Santiago,2023-02-09,2023-08-08,received,CLP,60
PO-20230209-000891,Hydroline Andina,CD Santiago,2023-02-09,2023-03-02,received,CLP,30
PO-20230209-001224,Hydroline Andina,CD Santiago,2023-02-09,2023-03-02,received,CLP,30
PO-20230209-001325,Maestranza Integral,CD Santiago,2023-02-09,2023-03-16,received,CLP,30
PO-20230209-001877,Tecfluid Norte,CD Santiago,2023-02-09,2023-04-05,received,CLP,30
PO-20230210-000053,Hydroline Andina,CD Santiago,2023-02-10,2023-03-03,received,CLP,30
PO-20230210-000294,Hydroline Andina,CD Santiago,2023-02-10,2023-03-03,received,CLP,30
PO-20230210-001014,Andes Motion,CD Santiago,2023-02-10,2023-05-11,received,CLP,45
PO-20230210-001559,Maestranza Integral,CD Santiago,2023-02-10,2023-03-17,received,CLP,30
PO-20230210-002069,Industrial Flow Partners,CD Santiago,2023-02-10,2023-08-09,received,CLP,60
PO-20230210-002189,Tecfluid Norte,CD Santiago,2023-02-10,2023-04-06,received,CLP,30
PO-20230211-000096,Andes Motion,CD Santiago,2023-02-11,2023-05-12,received,CLP,45
PO-20230211-000956,Hydroline Andina,CD Santiago,2023-02-11,2023-03-04,received,CLP,30
PO-20230211-002104,Maestranza Integral,CD Santiago,2023-02-11,2023-03-18,received,CLP,30
PO-20230212-000720,Andes Motion,CD Santiago,2023-02-12,2023-05-13,received,CLP,45
PO-20230212-000859,Hydroline Andina,CD Santiago,2023-02-12,2023-03-05,received,CLP,30
PO-20230212-001084,Maestranza Integral,CD Santiago,2023-02-12,2023-03-19,received,CLP,30
PO-20230212-001678,Maestranza Integral,CD Santiago,2023-02-12,2023-03-19,received,CLP,30
PO-20230212-001998,Industrial Flow Partners,CD Santiago,2023-02-12,2023-08-11,received,CLP,60
PO-20230212-002052,Andes Motion,CD Santiago,2023-02-12,2023-05-13,received,CLP,45
PO-20230212-002913,Tecfluid Norte,CD Santiago,2023-02-12,2023-04-08,received,CLP,30
PO-20230213-001184,Tecfluid Norte,CD Santiago,2023-02-13,2023-04-09,received,CLP,30
PO-20230213-002744,Tecfluid Norte,CD Santiago,2023-02-13,2023-04-09,received,CLP,30
