po_id,po_line_id,sku,ordered_qty,unit_cost,line_amount,moq_applied
PO-20220723-004252,PO-20220723-004252-L01,SKU-00799,5,472653.0,2363265.0,5
PO-20220724-002010,PO-20220724-002010-L01,SKU-00391,8,227945.0,1823560.0,2
PO-20220724-002923,PO-20220724-002923-L01,SKU-00551,4,1355819.0,5423276.0,2
PO-20220724-003301,PO-20220724-003301-L01,SKU-00616,42,1470321.0,61753482.0,2
PO-20220724-003522,PO-20220724-003522-L01,SKU-00662,3,243080.0,729240.0,1
PO-20220724-003846,PO-20220724-003846-L01,SKU-00733,4,319169.0,1276676.0,2
PO-20220724-004195,PO-20220724-004195-L01,SKU-00793,10,984109.0,9841090.0,5
PO-20220725-001398,PO-20220725-001398-L01,SKU-00275,4,1445676.0,5782704.0,2
PO-20220726-000045,PO-20220726-000045-L01,SKU-00015,20,3697886.0,73957720.0,10
PO-20220726-000514,PO-20220726-000514-L01,SKU-00106,14,2711607.0,37962498.0,2
PO-20220726-000690,PO-20220726-000690-L01,SKU-00136,5,2267745.0,11338725.0,1
PO-20220726-001656,PO-20220726-001656-L01,SKU-00334,2,1256342.0,2512684.0,2
PO-20220726-002424,PO-20220726-002424-L01,SKU-00460,15,626553.0,9398295.0,5
PO-20220727-000281,PO-20220727-000281-L01,SKU-00061,6,55969.0,335814.0,1
PO-20220727-001816,PO-20220727-001816-L01,SKU-00362,5,1406936.0,7034680.0,5
PO-20220728-000703,PO-20220728-000703-L01,SKU-00137,6,2991338.0,17948028.0,1
PO-20220728-001069,PO-20220728-001069-L01,SKU-00204,10,125717.0,1257170.0,2
PO-20220728-002067,PO-20220728-002067-L01,SKU-00396,30,155454.0,4663620.0,5
PO-20220728-003212,PO-20220728-003212-L01,SKU-00599,5,3391622.0,16958110.0,5
PO-20220729-002347,PO-20220729-002347-L01,SKU-00444,5,72331.0,361655.0,5
PO-20220729-002551,PO-20220729-002551-L01,SKU-00487,64,3335413.0,213466432.0,1
PO-20220729-002603,PO-20220729-002603-L01,SKU-00494,13,546110.0,7099430.0,1
PO-20220729-004213,PO-20220729-004213-L01,SKU-00795,11,441806.0,4859866.0,1
PO-20220730-000418,PO-20220730-000418-L01,SKU-00082,10,350954.0,3509540.0,5
PO-20220730-001342,PO-20220730-001342-L01,SKU-00263,24,19567.0,469608.0,1
PO-20220730-003859,PO-20220730-003859-L01,SKU-00734,14,745159.0,10432226.0,1
PO-20220731-000547,PO-20220731-000547-L01,SKU-00112,20,99018.0,1980360.0,5
PO-20220731-001441,PO-20220731-001441-L01,SKU-00284,10,857445.0,8574450.0,2
PO-20220731-001910,PO-20220731-001910-L01,SKU-00378,20,166062.0,3321240.0,1
PO-20220731-002401,PO-20220731-002401-L01,SKU-00456,3,1299895.0,3899685.0,1
PO-20220801-002511,PO-20220801-002511-L01,SKU-00480,15,1485526.0,22282890.0,5
PO-20220801-003051,PO-20220801-003051-L01,SKU-00578,4,81796.0,327184.0,2
PO-20220801-003587,PO-20220801-003587-L01,SKU-00670,4,1130616.0,4522464.0,2
PO-20220801-004044,PO-20220801-004044-L01,SKU-00771,4,319203.0,1276812.0,2
PO-20220802-001149,PO-20220802-001149-L01,SKU-00219,2,464902.0,929804.0,1
PO-20220802-001281,PO-20220802-001281-L01,SKU-00245,34,199850.0,6794900.0,1
PO-20220802-002025,PO-20220802-002025-L01,SKU-00392,6,189685.0,1138110.0,2
PO-20220802-002736,PO-20220802-002736-L01,SKU-00517,10,106107.0,1061070.0,5
PO-20220802-003107,PO-20220802-003107-L01,SKU-00582,39,1384196.0,53983644.0,1
PO-20220802-004176,PO-20220802-004176-L01,SKU-00790,2,629672.0,1259344.0,1
PO-20220803-002902,PO-20220803-002902-L01,SKU-00546,4,130907.0,523628.0,1
PO-20220804-000217,PO-20220804-000217-L01,SKU-00051,45,2450563.0,110275335.0,1
PO-20220804-000645,PO-20220804-000645-L01,SKU-00128,5,116939.0,584695.0,5
PO-20220805-000267,PO-20220805-000267-L01,SKU-00059,4,279471.0,1117884.0,2
PO-20220805-000402,PO-20220805-000402-L01,SKU-00079,4,53085.0,212340.0,2
PO-20220805-000755,PO-20220805-000755-L01,SKU-00147,5,1594611.0,7973055.0,5
PO-20220805-000824,PO-20220805-000824-L01,SKU-00159,4,470330.0,1881320.0,2
PO-20220805-000932,PO-20220805-000932-L01,SKU-00178,5,271216.0,1356080.0,5
PO-20220806-000481,PO-20220806-000481-L01,SKU-00098,4,814331.0,3257324.0,1
PO-20220806-001217,PO-20220806-001217-L01,SKU-00235,10,3899638.0,38996380.0,1
PO-20220806-001298,PO-20220806-001298-L01,SKU-00253,4,229933.0,919732.0,1
PO-20220806-001470,PO-20220806-001470-L01,SKU-00291,42,3172285.0,133235970.0,2
PO-20220806-002354,PO-20220806-002354-L01,SKU-00447,20,141367.0,2827340.0,5
PO-20220806-003957,PO-20220806-003957-L01,SKU-00751,6,22156.0,132936.0,2
PO-20220807-002938,PO-20220807-002938-L01,SKU-00554,30,973544.0,29206320.0,10
PO-20220807-003202,PO-20220807-003202-L01,SKU-00593,2,1240740.0,2481480.0,2
PO-20220807-003453,PO-20220807-003453-L01,SKU-00650,10,72176.0,721760.0,5
PO-20220808-002882,PO-20220808-002882-L01,SKU-00541,6,4854107.0,29124642.0,1
PO-20220808-002968,PO-20220808-002968-L01,SKU-00556,20,933839.0,18676780.0,10
PO-20220810-000607,PO-20220810-000607-L01,SKU-00124,5,499365.0,2496825.0,5
PO-20220810-001760,PO-20220810-001760-L01,SKU-00353,2,1403732.0,2807464.0,2
PO-20220810-002631,PO-20220810-002631-L01,SKU-00497,10,59316.0,593160.0,10
PO-20220811-003928,PO-20220811-003928-L01,SKU-00748,5,1177980.0,5889900.0,5
PO-20220812-000315,PO-20220812-000315-L01,SKU-00065,5,362772.0,1813860.0,5
PO-20220812-001055,PO-20220812-001055-L01,SKU-00202,4,3007532.0,12030128.0,2
PO-20220812-002287,PO-20220812-002287-L01,SKU-00434,15,62981.0,944715.0,5
PO-20220812-002689,PO-20220812-002689-L01,SKU-00509,20,367411.0,7348220.0,2
PO-20220813-000732,PO-20220813-000732-L01,SKU-00141,4,717565.0,2870260.0,2
PO-20220813-001717,PO-20220813-001717-L01,SKU-00348,2,173059.0,346118.0,1
PO-20220813-002151,PO-20220813-002151-L01,SKU-00410,6,814080.0,4884480.0,2
PO-20220813-002454,PO-20220813-002454-L01,SKU-00466,5,461861.0,2309305.0,1
PO-20220814-000327,PO-20220814-000327-L01,SKU-00067,10,91592.0,915920.0,5
PO-20220814-000515,PO-20220814-000515-L01,SKU-00106,98,2883602.0,282592996.0,2
PO-20220814-000671,PO-20220814-000671-L01,SKU-00134,10,292438.0,2924380.0,5
PO-20220814-001197,PO-20220814-001197-L01,SKU-00226,4,605862.0,2423448.0,2
PO-20220814-001292,PO-20220814-001292-L01,SKU-00248,2,953219.0,1906438.0,2
PO-20220814-001911,PO-20220814-001911-L01,SKU-00378,46,156569.0,7202174.0,1
PO-20220814-002011,PO-20220814-002011-L01,SKU-00391,12,221803.0,2661636.0,2
PO-20220814-002232,PO-20220814-002232-L01,SKU-00422,15,558764.0,8381460.0,5
PO-20220814-003964,PO-20220814-003964-L01,SKU-00753,8,788463.0,6307704.0,1
PO-20220815-000993,PO-20220815-000993-L01,SKU-00195,4,40841.0,163364.0,2
PO-20220815-004131,PO-20220815-004131-L01,SKU-00784,8,2638264.0,21106112.0,2
PO-20220816-000959,PO-20220816-000959-L01,SKU-00185,7,56741.0,397187.0,1
PO-20220816-002960,PO-20220816-002960-L01,SKU-00555,5,1570943.0,7854715.0,5
PO-20220816-003603,PO-20220816-003603-L01,SKU-00675,2,1335857.0,2671714.0,2
PO-20220816-004095,PO-20220816-004095-L01,SKU-00782,3,409217.0,1227651.0,1
PO-20220817-000944,PO-20220817-000944-L01,SKU-00182,4,731952.0,2927808.0,1
PO-20220817-001586,PO-20220817-001586-L01,SKU-00311,2,1720488.0,3440976.0,1
PO-20220817-001617,PO-20220817-001617-L01,SKU-00321,34,1501008.0,51034272.0,2
PO-20220817-002833,PO-20220817-002833-L01,SKU-00537,20,413598.0,8271960.0,10
PO-20220817-002854,PO-20220817-002854-L01,SKU-00540,30,191572.0,5747160.0,10
PO-20220817-004235,PO-20220817-004235-L01,SKU-00798,35,7077.0,247695.0,5
PO-20220818-002040,PO-20220818-002040-L01,SKU-00394,2,650364.0,1300728.0,2
PO-20220819-000724,PO-20220819-000724-L01,SKU-00139,2,2086719.0,4173438.0,2
PO-20220819-001383,PO-20220819-001383-L01,SKU-00271,4,1530013.0,6120052.0,2
PO-20220819-001810,PO-20220819-001810-L01,SKU-00361,2,2086487.0,4172974.0,2
PO-20220819-002999,PO-20220819-002999-L01,SKU-00564,10,372951.0,3729510.0,5
PO-20220819-003384,PO-20220819-003384-L01,SKU-00635,3,520362.0,1561086.0,1
PO-20220820-000583,PO-20220820-000583-L01,SKU-00122,14,69747.0,976458.0,1
PO-20220820-001135,PO-20220820-001135-L01,SKU-00217,8,48821.0,390568.0,2
PO-20220820-003504,PO-20220820-003504-L01,SKU-00658,9,1663499.0,14971491.0,1
PO-20220821-001513,PO-20220821-001513-L01,SKU-00299,5,4972951.0,24864755.0,1
PO-20220821-002377,PO-20220821-002377-L01,SKU-00453,3,1059035.0,3177105.0,1
PO-20220821-003147,PO-20220821-003147-L01,SKU-00587,30,533885.0,16016550.0,10
PO-20220822-000500,PO-20220822-000500-L01,SKU-00103,4,68852.0,275408.0,1
PO-20220822-001544,PO-20220822-001544-L01,SKU-00304,2,7500.0,15000.0,1
PO-20220822-001743,PO-20220822-001743-L01,SKU-00352,40,1464823.0,58592920.0,10
PO-20220822-002268,PO-20220822-002268-L01,SKU-00425,6,212507.0,1275042.0,2
PO-20220822-003907,PO-20220822-003907-L01,SKU-00745,6,1340640.0,8043840.0,2
PO-20220823-000879,PO-20220823-000879-L01,SKU-00168,20,962646.0,19252920.0,5
PO-20220823-001171,PO-20220823-001171-L01,SKU-00223,24,883255.0,21198120.0,2
PO-20220823-001999,PO-20220823-001999-L01,SKU-00389,6,598028.0,3588168.0,2
PO-20220823-002437,PO-20220823-002437-L01,SKU-00461,5,3296481.0,16482405.0,1
PO-20220824-001129,PO-20220824-001129-L01,SKU-00216,7,595413.0,4167891.0,1
PO-20220824-003466,PO-20220824-003466-L01,SKU-00651,10,1356021.0,13560210.0,2
PO-20220824-004076,PO-20220824-004076-L01,SKU-00780,4,461258.0,1845032.0,1
PO-20220825-001033,PO-20220825-001033-L01,SKU-00198,4,253110.0,1012440.0,2
PO-20220826-000287,PO-20220826-000287-L01,SKU-00062,20,80789.0,1615780.0,10
PO-20220826-001399,PO-20220826-001399-L01,SKU-00275,4,1563095.0,6252380.0,2
PO-20220826-002552,PO-20220826-002552-L01,SKU-00487,53,3421946.0,181363138.0,1
PO-20220826-003239,PO-20220826-003239-L01,SKU-00606,4,102642.0,410568.0,1
PO-20220827-000608,PO-20220827-000608-L01,SKU-00124,10,462254.0,4622540.0,5
PO-20220827-001471,PO-20220827-001471-L01,SKU-00291,20,3155793.0,63115860.0,2
PO-20220827-001635,PO-20220827-001635-L01,SKU-00327,2,369982.0,739964.0,2
PO-20220827-003336,PO-20220827-003336-L01,SKU-00622,34,1662811.0,56535574.0,1
PO-20220827-003588,PO-20220827-003588-L01,SKU-00670,24,1064052.0,25537248.0,2
PO-20220827-003999,PO-20220827-003999-L01,SKU-00761,2,397479.0,794958.0,2
PO-20220828-001112,PO-20220828-001112-L01,SKU-00214,40,1775363.0,71014520.0,10
PO-20220828-002730,PO-20220828-002730-L01,SKU-00516,2,291634.0,583268.0,2
PO-20220828-003273,PO-20220828-003273-L01,SKU-00611,20,979160.0,19583200.0,1
PO-20220828-003308,PO-20220828-003308-L01,SKU-00617,15,715193.0,10727895.0,5
PO-20220828-003424,PO-20220828-003424-L01,SKU-00641,40,590584.0,23623360.0,5
PO-20220828-003491,PO-20220828-003491-L01,SKU-00657,2,2049185.0,4098370.0,2
PO-20220829-001006,PO-20220829-001006-L01,SKU-00196,20,4417702.0,88354040.0,10
PO-20220829-001852,PO-20220829-001852-L01,SKU-00370,24,94908.0,2277792.0,2
PO-20220829-001937,PO-20220829-001937-L01,SKU-00380,31,5784021.0,179304651.0,1
PO-20220829-002817,PO-20220829-002817-L01,SKU-00536,18,366409.0,6595362.0,2
PO-20220829-002916,PO-20220829-002916-L01,SKU-00550,2,4589066.0,9178132.0,1
PO-20220830-000498,PO-20220830-000498-L01,SKU-00101,3,4111767.0,12335301.0,1
PO-20220830-000516,PO-20220830-000516-L01,SKU-00106,38,2959690.0,112468220.0,2
PO-20220830-000567,PO-20220830-000567-L01,SKU-00118,20,3999215.0,79984300.0,10
PO-20220830-001203,PO-20220830-001203-L01,SKU-00228,4,68674.0,274696.0,1
PO-20220830-001786,PO-20220830-001786-L01,SKU-00355,15,1736723.0,26050845.0,5
PO-20220830-004031,PO-20220830-004031-L01,SKU-00769,10,383574.0,3835740.0,2
PO-20220830-004174,PO-20220830-004174-L01,SKU-00789,3,5745.0,17235.0,1
PO-20220831-000126,PO-20220831-000126-L01,SKU-00029,2,126892.0,253784.0,1
PO-20220831-000825,PO-20220831-000825-L01,SKU-00159,8,466286.0,3730288.0,2
PO-20220831-002281,PO-20220831-002281-L01,SKU-00431,4,3771512.0,15086048.0,2
PO-20220831-002326,PO-20220831-002326-L01,SKU-00441,5,841715.0,4208575.0,5
PO-20220831-002386,PO-20220831-002386-L01,SKU-00455,11,3429142.0,37720562.0,1
PO-20220831-004207,PO-20220831-004207-L01,SKU-00794,3,511765.0,1535295.0,1
PO-20220901-000023,PO-20220901-000023-L01,SKU-00009,3,103711.0,311133.0,1
PO-20220901-000184,PO-20220901-000184-L01,SKU-00043,4,4811376.0,19245504.0,2
PO-20220901-000777,PO-20220901-000777-L01,SKU-00151,16,1068874.0,17101984.0,2
PO-20220901-003226,PO-20220901-003226-L01,SKU-00603,4,6140120.0,24560480.0,1
PO-20220901-003234,PO-20220901-003234-L01,SKU-00605,4,2328528.0,9314112.0,2
PO-20220901-003511,PO-20220901-003511-L01,SKU-00659,5,1369842.0,6849210.0,5
PO-20220902-000805,PO-20220902-000805-L01,SKU-00156,30,523633.0,15708990.0,10
PO-20220903-000343,PO-20220903-000343-L01,SKU-00069,2,1355377.0,2710754.0,2
PO-20220903-000354,PO-20220903-000354-L01,SKU-00070,23,1118449.0,25724327.0,1
PO-20220903-000625,PO-20220903-000625-L01,SKU-00125,4,24572.0,98288.0,1
PO-20220903-000868,PO-20220903-000868-L01,SKU-00167,3,432917.0,1298751.0,1
PO-20220903-001379,PO-20220903-001379-L01,SKU-00270,4,6403419.0,25613676.0,2
PO-20220903-004132,PO-20220903-004132-L01,SKU-00784,10,2411646.0,24116460.0,2
PO-20220903-004158,PO-20220903-004158-L01,SKU-00786,3,1377052.0,4131156.0,1
PO-20220904-000704,PO-20220904-000704-L01,SKU-00137,8,3093426.0,24747408.0,1
PO-20220904-001282,PO-20220904-001282-L01,SKU-00245,13,193299.0,2512887.0,1
PO-20220904-002855,PO-20220904-002855-L01,SKU-00540,40,208360.0,8334400.0,10
PO-20220904-003598,PO-20220904-003598-L01,SKU-00674,3,665392.0,1996176.0,1
PO-20220905-000046,PO-20220905-000046-L01,SKU-00015,110,3658836.0,402471960.0,10
PO-20220905-001880,PO-20220905-001880-L01,SKU-00374,5,251840.0,1259200.0,1
PO-20220905-002990,PO-20220905-002990-L01,SKU-00563,5,3857848.0,19289240.0,5
PO-20220906-000335,PO-20220906-000335-L01,SKU-00068,5,1985035.0,9925175.0,5
PO-20220906-000584,PO-20220906-000584-L01,SKU-00122,40,67860.0,2714400.0,1
PO-20220906-000838,PO-20220906-000838-L01,SKU-00161,3,639091.0,1917273.0,1
PO-20220906-001420,PO-20220906-001420-L01,SKU-00281,12,149040.0,1788480.0,2
PO-20220906-002203,PO-20220906-002203-L01,SKU-00418,11,361615.0,3977765.0,1
PO-20220906-002475,PO-20220906-002475-L01,SKU-00471,25,2746915.0,68672875.0,5
PO-20220906-002632,PO-20220906-002632-L01,SKU-00497,10,60490.0,604900.0,10
PO-20220906-003736,PO-20220906-003736-L01,SKU-00704,5,3680165.0,18400825.0,1
PO-20220906-004064,PO-20220906-004064-L01,SKU-00777,30,138683.0,4160490.0,10
PO-20220907-002646,PO-20220907-002646-L01,SKU-00498,5,719650.0,3598250.0,5
PO-20220907-002690,PO-20220907-002690-L01,SKU-00509,18,357422.0,6433596.0,2
PO-20220908-000320,PO-20220908-000320-L01,SKU-00066,2,473859.0,947718.0,2
PO-20220908-002512,PO-20220908-002512-L01,SKU-00480,15,1431537.0,21473055.0,5
PO-20220908-003403,PO-20220908-003403-L01,SKU-00638,8,174304.0,1394432.0,2
PO-20220909-000032,PO-20220909-000032-L01,SKU-00011,2,603408.0,1206816.0,1
PO-20220910-000244,PO-20220910-000244-L01,SKU-00055,2,64067.0,128134.0,1
PO-20220910-000248,PO-20220910-000248-L01,SKU-00056,3,661638.0,1984914.0,1
PO-20220910-001460,PO-20220910-001460-L01,SKU-00289,6,39593.0,237558.0,2
PO-20220910-002355,PO-20220910-002355-L01,SKU-00447,10,138050.0,1380500.0,5
PO-20220911-000573,PO-20220911-000573-L01,SKU-00119,2,182125.0,364250.0,2
PO-20220911-000880,PO-20220911-000880-L01,SKU-00168,15,934830.0,14022450.0,5
PO-20220911-001150,PO-20220911-001150-L01,SKU-00219,2,444404.0,888808.0,1
PO-20220911-002170,PO-20220911-002170-L01,SKU-00413,6,346336.0,2078016.0,2
PO-20220911-002745,PO-20220911-002745-L01,SKU-00519,4,6640.0,26560.0,2
PO-20220911-003579,PO-20220911-003579-L01,SKU-00668,3,1104328.0,3312984.0,1
PO-20220912-003700,PO-20220912-003700-L01,SKU-00699,16,260279.0,4164464.0,2
PO-20220912-003715,PO-20220912-003715-L01,SKU-00701,4,556759.0,2227036.0,1
PO-20220912-004018,PO-20220912-004018-L01,SKU-00765,30,823955.0,24718650.0,10
PO-20220913-001318,PO-20220913-001318-L01,SKU-00257,4,119094.0,476376.0,2
PO-20220913-001567,PO-20220913-001567-L01,SKU-00308,12,1301063.0,15612756.0,2
PO-20220913-004088,PO-20220913-004088-L01,SKU-00781,5,488190.0,2440950.0,5
PO-20220914-000663,PO-20220914-000663-L01,SKU-00133,2,548967.0,1097934.0,1
PO-20220915-000436,PO-20220915-000436-L01,SKU-00086,4,528017.0,2112068.0,2
PO-20220915-001250,PO-20220915-001250-L01,SKU-00241,26,3054016.0,79404416.0,2
PO-20220915-002041,PO-20220915-002041-L01,SKU-00394,8,622254.0,4978032.0,2
PO-20220915-002242,PO-20220915-002242-L01,SKU-00423,40,5815.0,232600.0,10
PO-20220915-003037,PO-20220915-003037-L01,SKU-00574,4,908896.0,3635584.0,2
PO-20220916-001218,PO-20220916-001218-L01,SKU-00235,5,3758440.0,18792200.0,1
PO-20220916-002796,PO-20220916-002796-L01,SKU-00533,2,1378960.0,2757920.0,2
PO-20220917-000419,PO-20220917-000419-L01,SKU-00082,5,355328.0,1776640.0,5
PO-20220917-000635,PO-20220917-000635-L01,SKU-00127,10,1750832.0,17508320.0,2
PO-20220917-001100,PO-20220917-001100-L01,SKU-00209,6,204964.0,1229784.0,2
PO-20220917-003806,PO-20220917-003806-L01,SKU-00723,6,431017.0,2586102.0,2
PO-20220918-000288,PO-20220918-000288-L01,SKU-00062,40,86111.0,3444440.0,10
PO-20220918-000391,PO-20220918-000391-L01,SKU-00076,10,36122.0,361220.0,5
PO-20220918-003671,PO-20220918-003671-L01,SKU-00693,15,2233434.0,33501510.0,5
PO-20220919-000930,PO-20220919-000930-L01,SKU-00177,4,24739.0,98956.0,2
PO-20220919-002414,PO-20220919-002414-L01,SKU-00457,4,1537411.0,6149644.0,1
PO-20220919-003763,PO-20220919-003763-L01,SKU-00710,6,5280354.0,31682124.0,1
PO-20220920-002575,PO-20220920-002575-L01,SKU-00488,4,521973.0,2087892.0,2
PO-20220921-000105,PO-20220921-000105-L01,SKU-00024,4,28944.0,115776.0,1
PO-20220921-000206,PO-20220921-000206-L01,SKU-00049,2,441459.0,882918.0,1
PO-20220921-000717,PO-20220921-000717-L01,SKU-00138,2,4127006.0,8254012.0,1
PO-20220921-001113,PO-20220921-001113-L01,SKU-00214,20,1667094.0,33341880.0,10
PO-20220921-001442,PO-20220921-001442-L01,SKU-00284,8,922585.0,7380680.0,2
PO-20220921-001545,PO-20220921-001545-L01,SKU-00304,2,7700.0,15400.0,1
PO-20220921-001912,PO-20220921-001912-L01,SKU-00378,26,158553.0,4122378.0,1
PO-20220921-001973,PO-20220921-001973-L01,SKU-00382,10,1873256.0,18732560.0,5
PO-20220921-002160,PO-20220921-002160-L01,SKU-00412,10,1977019.0,19770190.0,2
PO-20220921-002213,PO-20220921-002213-L01,SKU-00419,20,855471.0,17109420.0,1
PO-20220921-002314,PO-20220921-002314-L01,SKU-00440,15,3408642.0,51129630.0,5
PO-20220921-002656,PO-20220921-002656-L01,SKU-00500,4,311061.0,1244244.0,2
PO-20220921-002670,PO-20220921-002670-L01,SKU-00506,2,16595.0,33190.0,1
PO-20220921-003324,PO-20220921-003324-L01,SKU-00618,7,1537458.0,10762206.0,1
PO-20220921-003477,PO-20220921-003477-L01,SKU-00653,4,600200.0,2400800.0,2
PO-20220922-001528,PO-20220922-001528-L01,SKU-00301,4,1371758.0,5487032.0,1
PO-20220922-002288,PO-20220922-002288-L01,SKU-00434,15,62315.0,934725.0,5
PO-20220922-002604,PO-20220922-002604-L01,SKU-00494,23,549823.0,12645929.0,1
PO-20220923-002068,PO-20220923-002068-L01,SKU-00396,10,163071.0,1630710.0,5
PO-20220923-002133,PO-20220923-002133-L01,SKU-00406,3,215909.0,647727.0,1
PO-20220923-002513,PO-20220923-002513-L01,SKU-00480,20,1472737.0,29454740.0,5
PO-20220923-003126,PO-20220923-003126-L01,SKU-00584,4,88230.0,352920.0,2
PO-20220923-003826,PO-20220923-003826-L01,SKU-00729,15,3232176.0,48482640.0,5
PO-20220924-001663,PO-20220924-001663-L01,SKU-00335,10,431943.0,4319430.0,5
PO-20220924-001732,PO-20220924-001732-L01,SKU-00351,2,757883.0,1515766.0,1
PO-20220924-003929,PO-20220924-003929-L01,SKU-00748,5,1282341.0,6411705.0,5
PO-20220925-001926,PO-20220925-001926-L01,SKU-00379,5,448590.0,2242950.0,5
PO-20220925-003450,PO-20220925-003450-L01,SKU-00648,5,744355.0,3721775.0,1
PO-20220927-000585,PO-20220927-000585-L01,SKU-00122,31,68216.0,2114696.0,1
PO-20220927-002633,PO-20220927-002633-L01,SKU-00497,10,55977.0,559770.0,10
PO-20220927-003946,PO-20220927-003946-L01,SKU-00749,5,22680.0,113400.0,5
PO-20220928-000029,PO-20220928-000029-L01,SKU-00010,4,2438238.0,9752952.0,2
PO-20220928-002443,PO-20220928-002443-L01,SKU-00463,4,73923.0,295692.0,2
PO-20220928-004189,PO-20220928-004189-L01,SKU-00792,2,6010496.0,12020992.0,2
PO-20220929-000629,PO-20220929-000629-L01,SKU-00126,18,83782.0,1508076.0,2
PO-20220929-000683,PO-20220929-000683-L01,SKU-00135,35,4665453.0,163290855.0,5
PO-20220929-001084,PO-20220929-001084-L01,SKU-00206,6,1285702.0,7714212.0,2
PO-20220929-002177,PO-20220929-002177-L01,SKU-00414,5,283932.0,1419660.0,5
PO-20220929-002781,PO-20220929-002781-L01,SKU-00529,5,22936.0,114680.0,5
PO-20220929-003382,PO-20220929-003382-L01,SKU-00633,3,136520.0,409560.0,1
PO-20220930-000355,PO-20220930-000355-L01,SKU-00070,7,1210385.0,8472695.0,1
PO-20220930-001472,PO-20220930-001472-L01,SKU-00291,32,3254148.0,104132736.0,2
PO-20220930-001514,PO-20220930-001514-L01,SKU-00299,3,4884431.0,14653293.0,1
PO-20220930-002890,PO-20220930-002890-L01,SKU-00542,2,223122.0,446244.0,1
PO-20220930-003022,PO-20220930-003022-L01,SKU-00571,5,2923126.0,14615630.0,5
PO-20220930-004109,PO-20220930-004109-L01,SKU-00783,31,162373.0,5033563.0,1
PO-20220930-004181,PO-20220930-004181-L01,SKU-00791,40,146595.0,5863800.0,5
PO-20220930-004236,PO-20220930-004236-L01,SKU-00798,25,6972.0,174300.0,5
PO-20221001-000011,PO-20221001-000011-L01,SKU-00005,4,873272.0,3493088.0,1
PO-20221001-002731,PO-20221001-002731-L01,SKU-00516,6,313242.0,1879452.0,2
PO-20221001-003337,PO-20221001-003337-L01,SKU-00622,11,1714966.0,18864626.0,1
PO-20221001-003546,PO-20221001-003546-L01,SKU-00665,28,71453.0,2000684.0,1
PO-20221001-003778,PO-20221001-003778-L01,SKU-00713,5,65066.0,325330.0,5
PO-20221002-000127,PO-20221002-000127-L01,SKU-00029,10,125600.0,1256000.0,1
PO-20221002-002691,PO-20221002-002691-L01,SKU-00509,16,343885.0,5502160.0,2
PO-20221003-000078,PO-20221003-000078-L01,SKU-00020,3,1147551.0,3442653.0,1
PO-20221003-000158,PO-20221003-000158-L01,SKU-00038,2,1001796.0,2003592.0,2
PO-20221003-001343,PO-20221003-001343-L01,SKU-00263,13,19600.0,254800.0,1
PO-20221003-001432,PO-20221003-001432-L01,SKU-00282,4,1338295.0,5353180.0,2
PO-20221003-003467,PO-20221003-003467-L01,SKU-00651,90,1313938.0,118254420.0,2
PO-20221004-000375,PO-20221004-000375-L01,SKU-00072,33,1473635.0,48629955.0,1
PO-20221004-000482,PO-20221004-000482-L01,SKU-00098,17,818063.0,13907071.0,1
PO-20221004-000609,PO-20221004-000609-L01,SKU-00124,5,482268.0,2411340.0,5
PO-20221004-002458,PO-20221004-002458-L01,SKU-00467,4,385526.0,1542104.0,2
PO-20221004-003148,PO-20221004-003148-L01,SKU-00587,30,534440.0,16033200.0,10
PO-20221004-003860,PO-20221004-003860-L01,SKU-00734,4,786964.0,3147856.0,1
PO-20221004-004096,PO-20221004-004096-L01,SKU-00782,2,428584.0,857168.0,1
PO-20221005-001938,PO-20221005-001938-L01,SKU-00380,49,6055180.0,296703820.0,1
PO-20221005-002042,PO-20221005-002042-L01,SKU-00394,4,615679.0,2462716.0,2
PO-20221005-002327,PO-20221005-002327-L01,SKU-00441,10,889267.0,8892670.0,5
PO-20221005-002402,PO-20221005-002402-L01,SKU-00456,7,1296447.0,9075129.0,1
PO-20221005-002421,PO-20221005-002421-L01,SKU-00459,3,1452348.0,4357044.0,1
PO-20221005-002761,PO-20221005-002761-L01,SKU-00524,6,701543.0,4209258.0,2
PO-20221006-000176,PO-20221006-000176-L01,SKU-00041,5,6106.0,30530.0,5
PO-20221006-000784,PO-20221006-000784-L01,SKU-00152,3,370360.0,1111080.0,1
PO-20221007-001251,PO-20221007-001251-L01,SKU-00241,40,3279598.0,131183920.0,2
PO-20221007-003838,PO-20221007-003838-L01,SKU-00731,5,1862589.0,9312945.0,5
PO-20221008-000487,PO-20221008-000487-L01,SKU-00099,10,1819034.0,18190340.0,10
PO-20221008-003309,PO-20221008-003309-L01,SKU-00617,10,731108.0,7311080.0,5
PO-20221008-003794,PO-20221008-003794-L01,SKU-00719,4,1877998.0,7511992.0,2
PO-20221009-000096,PO-20221009-000096-L01,SKU-00023,2,190862.0,381724.0,2
PO-20221009-001204,PO-20221009-001204-L01,SKU-00228,4,66523.0,266092.0,1
PO-20221009-001650,PO-20221009-001650-L01,SKU-00332,2,640227.0,1280454.0,1
PO-20221010-001438,PO-20221010-001438-L01,SKU-00283,15,672902.0,10093530.0,1
PO-20221010-002085,PO-20221010-002085-L01,SKU-00397,4,1048849.0,4195396.0,2
PO-20221010-002488,PO-20221010-002488-L01,SKU-00473,10,353915.0,3539150.0,5
PO-20221010-002714,PO-20221010-002714-L01,SKU-00511,3,40996.0,122988.0,1
