receipt_id,po_id,po_line_id,sku,supplier,location,receipt_date,received_qty,unit_cost,total_cost,receipt_status
GR-20230108-002101,PO-20220731-001910,PO-20220731-001910-L01,SKU-00378,Pacific Seal Supply,CD Santiago,2023-01-08,20,166062.0,3321240.0,received
GR-20230108-002354,PO-20221221-002134,PO-20221221-002134-L01,SKU-00406,Hydroline Andina,CD Santiago,2023-01-08,2,224129.0,448258.0,received
GR-20230108-002655,PO-20220731-002401,PO-20220731-002401-L01,SKU-00456,Pacific Seal Supply,CD Santiago,2023-01-08,1,1299895.0,1299895.0,partial
GR-20230108-004434,PO-20221201-003988,PO-20221201-003988-L01,SKU-00759,Maestranza Integral,CD Santiago,2023-01-08,2,1180961.0,2361922.0,partial
GR-20230109-001283,PO-20220823-001171,PO-20220823-001171-L01,SKU-00223,Industrial Flow Partners,CD Santiago,2023-01-09,24,883255.0,21198120.0,received
GR-20230109-001983,PO-20220627-001803,PO-20220627-001803-L01,SKU-00359,Industrial Flow Partners,CD Santiago,2023-01-09,8,1101137.0,8809096.0,received
GR-20230109-002372,PO-20220813-002151,PO-20220813-002151-L01,SKU-00410,Pacific Seal Supply,CD Santiago,2023-01-09,6,814080.0,4884480.0,received
GR-20230109-004647,PO-20220930-004181,PO-20220930-004181-L01,SKU-00791,Andes Motion,CD Santiago,2023-01-09,40,146595.0,5863800.0,received
GR-20230110-000898,PO-20221213-000826,PO-20221213-000826-L01,SKU-00159,Maestranza Integral,CD Santiago,2023-01-10,2,477869.0,955738.0,partial
GR-20230110-001403,PO-20220802-001281,PO-20220802-001281-L01,SKU-00245,Pacific Seal Supply,CD Santiago,2023-01-10,34,199850.0,6794900.0,received
GR-20230110-002714,PO-20220813-002454,PO-20220813-002454-L01,SKU-00466,Industrial Flow Partners,CD Santiago,2023-01-10,5,461861.0,2309305.0,received
GR-20230110-002916,PO-20221202-002634,PO-20221202-002634-L01,SKU-00497,Maestranza Integral,CD Santiago,2023-01-10,20,58743.0,1174860.0,received
GR-20230110-004086,PO-20221011-003672,PO-20221011-003672-L01,SKU-00693,Andes Motion,CD Santiago,2023-01-10,40,2197860.0,87914400.0,received
GR-20230111-001133,PO-20220825-001033,PO-20220825-001033-L01,SKU-00198,Pacific Seal Supply,CD Santiago,2023-01-11,4,253110.0,1012440.0,received
GR-20230111-001444,PO-20221122-001319,PO-20221122-001319-L01,SKU-00257,Tecfluid Norte,CD Santiago,2023-01-11,2,115391.0,230782.0,received
GR-20230111-001486,PO-20221017-001358,PO-20221017-001358-L01,SKU-00264,Andes Motion,CD Santiago,2023-01-11,2,237643.0,475286.0,partial
GR-20230111-002624,PO-20221119-002374,PO-20221119-002374-L01,SKU-00450,Tecfluid Norte,CD Santiago,2023-01-11,4,18691.0,74764.0,received
GR-20230111-003216,PO-20221208-002903,PO-20221208-002903-L01,SKU-00546,Maestranza Integral,CD Santiago,2023-01-11,3,138039.0,414117.0,received
GR-20230111-003289,PO-20220808-002968,PO-20220808-002968-L01,SKU-00556,Pacific Seal Supply,CD Santiago,2023-01-11,20,933839.0,18676780.0,received
GR-20230111-003453,PO-20221026-003109,PO-20221026-003109-L01,SKU-00582,Andes Motion,CD Santiago,2023-01-11,74,1421118.0,105162732.0,received
GR-20230111-004571,PO-20220930-004109,PO-20220930-004109-L01,SKU-00783,Andes Motion,CD Santiago,2023-01-11,31,162373.0,5033563.0,received
GR-20230112-001497,PO-20221104-001368,PO-20221104-001368-L01,SKU-00266,Andes Motion,CD Santiago,2023-01-12,3,851298.0,2553894.0,received
GR-20230112-003137,PO-20220817-002833,PO-20220817-002833-L01,SKU-00537,Pacific Seal Supply,CD Santiago,2023-01-12,10,413598.0,4135980.0,partial
GR-20230112-003987,PO-20221119-003580,PO-20221119-003580-L01,SKU-00668,Tecfluid Norte,CD Santiago,2023-01-12,3,1210696.0,3632088.0,received
GR-20230112-004599,PO-20221219-004134,PO-20221219-004134-L01,SKU-00784,Hydroline Andina,CD Santiago,2023-01-12,8,2667955.0,21343640.0,received
GR-20230113-000013,PO-20221225-000012,PO-20221225-000012-L01,SKU-00005,Hydroline Andina,CD Santiago,2023-01-13,2,893225.0,1786450.0,received
GR-20230113-001578,PO-20221010-001438,PO-20221010-001438-L01,SKU-00283,Andes Motion,CD Santiago,2023-01-13,11,672902.0,7401922.0,partial
GR-20230113-003192,PO-20220808-002882,PO-20220808-002882-L01,SKU-00541,Pacific Seal Supply,CD Santiago,2023-01-13,6,4854107.0,29124642.0,received
GR-20230113-003452,PO-20221012-003108,PO-20221012-003108-L01,SKU-00582,Andes Motion,CD Santiago,2023-01-13,20,1336412.0,26728240.0,received
GR-20230114-000292,PO-20221213-000273,PO-20221213-000273-L01,SKU-00060,Maestranza Integral,CD Santiago,2023-01-14,5,115340.0,576700.0,received
GR-20230114-001420,PO-20221216-001297,PO-20221216-001297-L01,SKU-00249,Maestranza Integral,CD Santiago,2023-01-14,4,423844.0,1695376.0,received
GR-20230114-001905,PO-20221028-001733,PO-20221028-001733-L01,SKU-00351,Andes Motion,CD Santiago,2023-01-14,1,824897.0,824897.0,partial
GR-20230114-002480,PO-20221206-002244,PO-20221206-002244-L01,SKU-00423,Maestranza Integral,CD Santiago,2023-01-14,30,5591.0,167730.0,received
GR-20230114-003003,PO-20221010-002714,PO-20221010-002714-L01,SKU-00511,Andes Motion,CD Santiago,2023-01-14,2,40996.0,81992.0,received
GR-20230114-003165,PO-20221220-002858,PO-20221220-002858-L01,SKU-00540,Hydroline Andina,CD Santiago,2023-01-14,20,201457.0,4029140.0,received
GR-20230114-003339,PO-20220521-003012,PO-20220521-003012-L01,SKU-00567,Industrial Flow Partners,CD Santiago,2023-01-14,5,5863350.0,29316750.0,received
GR-20230115-000025,PO-20220901-000023,PO-20220901-000023-L01,SKU-00009,Pacific Seal Supply,CD Santiago,2023-01-15,1,103711.0,103711.0,partial
GR-20230115-001105,PO-20221208-001008,PO-20221208-001008-L01,SKU-00196,Maestranza Integral,CD Santiago,2023-01-15,30,4349903.0,130497090.0,received
GR-20230115-001939,PO-20221223-001763,PO-20221223-001763-L01,SKU-00353,Hydroline Andina,CD Santiago,2023-01-15,4,1348183.0,5392732.0,received
GR-20230115-002680,PO-20221005-002421,PO-20221005-002421-L01,SKU-00459,Andes Motion,CD Santiago,2023-01-15,2,1452348.0,2904696.0,received
GR-20230116-000163,PO-20221210-000150,PO-20221210-000150-L01,SKU-00034,Maestranza Integral,CD Santiago,2023-01-16,4,574033.0,2296132.0,received
GR-20230116-000530,PO-20221123-000488,PO-20221123-000488-L01,SKU-00099,Tecfluid Norte,CD Santiago,2023-01-16,20,1922351.0,38447020.0,received
GR-20230116-000593,PO-20220731-000547,PO-20220731-000547-L01,SKU-00112,Industrial Flow Partners,CD Santiago,2023-01-16,20,99018.0,1980360.0,received
GR-20230116-003227,PO-20221204-002912,PO-20221204-002912-L01,SKU-00549,Maestranza Integral,CD Santiago,2023-01-16,3,280392.0,841176.0,received
GR-20230117-002135,PO-20221228-001940,PO-20221228-001940-L01,SKU-00380,Hydroline Andina,CD Santiago,2023-01-17,24,6016128.0,144387072.0,received
GR-20230117-003074,PO-20220716-002774,PO-20220716-002774-L01,SKU-00526,Pacific Seal Supply,CD Santiago,2023-01-17,5,3172569.0,15862845.0,received
GR-20230117-003204,PO-20220709-002892,PO-20220709-002892-L01,SKU-00543,Industrial Flow Partners,CD Santiago,2023-01-17,3,168098.0,504294.0,received
GR-20230117-003862,PO-20220824-003466,PO-20220824-003466-L01,SKU-00651,Pacific Seal Supply,CD Santiago,2023-01-17,10,1356021.0,13560210.0,received
GR-20230117-003891,PO-20221228-003493,PO-20221228-003493-L01,SKU-00657,Hydroline Andina,CD Santiago,2023-01-17,2,2010137.0,4020274.0,received
GR-20230118-000464,PO-20221216-000429,PO-20221216-000429-L01,SKU-00083,Maestranza Integral,CD Santiago,2023-01-18,4,137206.0,548824.0,received
GR-20230118-001863,PO-20220605-001694,PO-20220605-001694-L01,SKU-00341,Industrial Flow Partners,CD Santiago,2023-01-18,10,132546.0,1325460.0,received
GR-20230118-003324,PO-20221210-003000,PO-20221210-003000-L01,SKU-00564,Maestranza Integral,CD Santiago,2023-01-18,15,371914.0,5578710.0,received
GR-20230118-004435,PO-20221201-003988,PO-20221201-003988-L01,SKU-00759,Maestranza Integral,CD Santiago,2023-01-18,2,1180961.0,2361922.0,received
GR-20230119-000846,PO-20220901-000777,PO-20220901-000777-L01,SKU-00151,Industrial Flow Partners,CD Santiago,2023-01-19,6,1068874.0,6413244.0,received
GR-20230119-004297,PO-20221229-003864,PO-20221229-003864-L01,SKU-00734,Hydroline Andina,CD Santiago,2023-01-19,16,727547.0,11640752.0,received
GR-20230120-000136,PO-20220708-000125,PO-20220708-000125-L01,SKU-00029,Industrial Flow Partners,CD Santiago,2023-01-20,1,124647.0,124647.0,received
GR-20230120-003561,PO-20230102-003203,PO-20230102-003203-L01,SKU-00593,Hydroline Andina,CD Santiago,2023-01-20,2,1272504.0,2545008.0,received
GR-20230120-003815,PO-20220712-003423,PO-20220712-003423-L01,SKU-00641,Industrial Flow Partners,CD Santiago,2023-01-20,15,602486.0,9037290.0,received
GR-20230120-003973,PO-20221106-003568,PO-20221106-003568-L01,SKU-00667,Andes Motion,CD Santiago,2023-01-20,3,471591.0,1414773.0,received
GR-20230120-004039,PO-20221214-003627,PO-20221214-003627-L01,SKU-00682,Maestranza Integral,CD Santiago,2023-01-20,8,214002.0,1712016.0,received
GR-20230121-000841,PO-20221231-000773,PO-20221231-000773-L01,SKU-00150,Hydroline Andina,CD Santiago,2023-01-21,4,305464.0,1221856.0,received
GR-20230121-001237,PO-20220723-001128,PO-20220723-001128-L01,SKU-00216,Industrial Flow Partners,CD Santiago,2023-01-21,3,643751.0,1931253.0,received
GR-20230121-001487,PO-20221017-001358,PO-20221017-001358-L01,SKU-00264,Andes Motion,CD Santiago,2023-01-21,2,237643.0,475286.0,received
GR-20230121-001906,PO-20221028-001733,PO-20221028-001733-L01,SKU-00351,Andes Motion,CD Santiago,2023-01-21,2,824897.0,1649794.0,received
GR-20230121-002829,PO-20221124-002554,PO-20221124-002554-L01,SKU-00487,Tecfluid Norte,CD Santiago,2023-01-21,11,3432297.0,37755267.0,partial
GR-20230121-003875,PO-20230102-003478,PO-20230102-003478-L01,SKU-00653,Hydroline Andina,CD Santiago,2023-01-21,2,567677.0,1135354.0,partial
GR-20230123-000233,PO-20221021-000218,PO-20221021-000218-L01,SKU-00051,Andes Motion,CD Santiago,2023-01-23,5,2507302.0,12536510.0,partial
GR-20230123-003484,PO-20221207-003134,PO-20221207-003134-L01,SKU-00585,Tecfluid Norte,CD Santiago,2023-01-23,2,1975376.0,3950752.0,received
GR-20230124-000197,PO-20230104-000183,PO-20230104-000183-L01,SKU-00042,Hydroline Andina,CD Santiago,2023-01-24,2,72596.0,145192.0,received
GR-20230124-000899,PO-20221213-000826,PO-20221213-000826-L01,SKU-00159,Maestranza Integral,CD Santiago,2023-01-24,2,477869.0,955738.0,received
GR-20230124-001271,PO-20221104-001159,PO-20221104-001159-L01,SKU-00222,Andes Motion,CD Santiago,2023-01-24,22,322342.0,7091524.0,received
GR-20230124-001579,PO-20221010-001438,PO-20221010-001438-L01,SKU-00283,Andes Motion,CD Santiago,2023-01-24,4,672902.0,2691608.0,received
GR-20230124-002656,PO-20220731-002401,PO-20220731-002401-L01,SKU-00456,Pacific Seal Supply,CD Santiago,2023-01-24,2,1299895.0,2599790.0,received
GR-20230124-003015,PO-20221026-002724,PO-20221026-002724-L01,SKU-00514,Andes Motion,CD Santiago,2023-01-24,5,491500.0,2457500.0,received
GR-20230124-003623,PO-20221016-003260,PO-20221016-003260-L01,SKU-00609,Andes Motion,CD Santiago,2023-01-24,10,12391.0,123910.0,partial
GR-20230125-001416,PO-20230104-001293,PO-20230104-001293-L01,SKU-00248,Hydroline Andina,CD Santiago,2023-01-25,2,940191.0,1880382.0,received
GR-20230125-001890,PO-20230103-001718,PO-20230103-001718-L01,SKU-00348,Hydroline Andina,CD Santiago,2023-01-25,3,160314.0,480942.0,received
GR-20230125-002052,PO-20220718-001866,PO-20220718-001866-L01,SKU-00373,Industrial Flow Partners,CD Santiago,2023-01-25,2,689876.0,1379752.0,received
GR-20230125-002500,PO-20221019-002263,PO-20221019-002263-L01,SKU-00424,Andes Motion,CD Santiago,2023-01-25,6,525675.0,3154050.0,received
GR-20230125-003039,PO-20221227-002746,PO-20221227-002746-L01,SKU-00519,Maestranza Integral,CD Santiago,2023-01-25,4,6944.0,27776.0,received
GR-20230125-003501,PO-20230106-003149,PO-20230106-003149-L01,SKU-00587,Hydroline Andina,CD Santiago,2023-01-25,30,512556.0,15376680.0,received
GR-20230125-004447,PO-20220827-003999,PO-20220827-003999-L01,SKU-00761,Industrial Flow Partners,CD Santiago,2023-01-25,2,397479.0,794958.0,received
GR-20230126-003352,PO-20230103-003024,PO-20230103-003024-L01,SKU-00571,Hydroline Andina,CD Santiago,2023-01-26,5,3063914.0,15319570.0,received
GR-20230126-003934,PO-20221126-003532,PO-20221126-003532-L01,SKU-00664,Tecfluid Norte,CD Santiago,2023-01-26,14,3396898.0,47556572.0,received
GR-20230127-000662,PO-20221122-000611,PO-20221122-000611-L01,SKU-00124,Tecfluid Norte,CD Santiago,2023-01-27,10,505098.0,5050980.0,received
GR-20230127-001106,PO-20221225-001009,PO-20221225-001009-L01,SKU-00196,Maestranza Integral,CD Santiago,2023-01-27,20,4235681.0,84713620.0,received
GR-20230127-003564,PO-20221220-003206,PO-20221220-003206-L01,SKU-00595,Maestranza Integral,CD Santiago,2023-01-27,3,71570.0,214710.0,received
GR-20230128-000038,PO-20230111-000033,PO-20230111-000033-L01,SKU-00011,Hydroline Andina,CD Santiago,2023-01-28,2,616886.0,1233772.0,received
GR-20230128-000874,PO-20220902-000805,PO-20220902-000805-L01,SKU-00156,Pacific Seal Supply,CD Santiago,2023-01-28,30,523633.0,15708990.0,received
GR-20230128-001822,PO-20220726-001656,PO-20220726-001656-L01,SKU-00334,Industrial Flow Partners,CD Santiago,2023-01-28,2,1256342.0,2512684.0,received
GR-20230128-002610,PO-20221108-002364,PO-20221108-002364-L01,SKU-00448,Andes Motion,CD Santiago,2023-01-28,5,1216860.0,6084300.0,partial
GR-20230128-003427,PO-20221226-003087,PO-20221226-003087-L01,SKU-00581,Maestranza Integral,CD Santiago,2023-01-28,3,1473642.0,4420926.0,received
GR-20230128-003679,PO-20221204-003310,PO-20221204-003310-L01,SKU-00617,Tecfluid Norte,CD Santiago,2023-01-28,25,682400.0,17060000.0,received
GR-20230128-004710,PO-20221024-004237,PO-20221024-004237-L01,SKU-00798,Andes Motion,CD Santiago,2023-01-28,30,7245.0,217350.0,received
GR-20230129-000676,PO-20220903-000625,PO-20220903-000625-L01,SKU-00125,Pacific Seal Supply,CD Santiago,2023-01-29,2,24572.0,49144.0,partial
GR-20230129-001323,PO-20220713-001207,PO-20220713-001207-L01,SKU-00229,Industrial Flow Partners,CD Santiago,2023-01-29,5,333047.0,1665235.0,received
GR-20230129-002072,PO-20221229-001884,PO-20221229-001884-L01,SKU-00374,Maestranza Integral,CD Santiago,2023-01-29,17,258028.0,4386476.0,received
GR-20230129-002955,PO-20221028-002671,PO-20221028-002671-L01,SKU-00506,Andes Motion,CD Santiago,2023-01-29,6,16487.0,98922.0,received
GR-20230129-003296,PO-20221126-002975,PO-20221126-002975-L01,SKU-00557,Tecfluid Norte,CD Santiago,2023-01-29,3,112335.0,337005.0,received
GR-20230129-003606,PO-20221104-003246,PO-20221104-003246-L01,SKU-00608,Andes Motion,CD Santiago,2023-01-29,5,2784230.0,13921150.0,received
GR-20230130-002762,PO-20221110-002495,PO-20221110-002495-L01,SKU-00474,Andes Motion,CD Santiago,2023-01-30,2,2513970.0,5027940.0,partial
GR-20230131-001745,PO-20221215-001587,PO-20221215-001587-L01,SKU-00311,Tecfluid Norte,CD Santiago,2023-01-31,6,1852945.0,11117670.0,received
GR-20230131-003624,PO-20221016-003260,PO-20221016-003260-L01,SKU-00609,Andes Motion,CD Santiago,2023-01-31,6,12391.0,74346.0,received
GR-20230131-003910,PO-20221103-003512,PO-20221103-003512-L01,SKU-00659,Andes Motion,CD Santiago,2023-01-31,5,1261037.0,6305185.0,received
GR-20230131-004600,PO-20230109-004135,PO-20230109-004135-L01,SKU-00784,Hydroline Andina,CD Santiago,2023-01-31,8,2526026.0,20208208.0,received
GR-20230201-000051,PO-20220726-000045,PO-20220726-000045-L01,SKU-00015,Industrial Flow Partners,CD Santiago,2023-02-01,20,3697886.0,73957720.0,received
GR-20230201-000234,PO-20221021-000218,PO-20221021-000218-L01,SKU-00051,Andes Motion,CD Santiago,2023-02-01,4,2507302.0,10029208.0,received
GR-20230201-000559,PO-20220814-000515,PO-20220814-000515-L01,SKU-00106,Pacific Seal Supply,CD Santiago,2023-02-01,98,2883602.0,282592996.0,received
GR-20230201-000833,PO-20221229-000766,PO-20221229-000766-L01,SKU-00149,Maestranza Integral,CD Santiago,2023-02-01,4,2657862.0,10631448.0,received
GR-20230201-001157,PO-20221226-001056,PO-20221226-001056-L01,SKU-00202,Maestranza Integral,CD Santiago,2023-02-01,6,2976271.0,17857626.0,received
GR-20230201-001853,PO-20221229-001685,PO-20221229-001685-L01,SKU-00340,Maestranza Integral,CD Santiago,2023-02-01,2,1035205.0,2070410.0,received
GR-20230201-003816,PO-20220828-003424,PO-20220828-003424-L01,SKU-00641,Industrial Flow Partners,CD Santiago,2023-02-01,40,590584.0,23623360.0,received
GR-20230202-000311,PO-20221209-000290,PO-20221209-000290-L01,SKU-00062,Tecfluid Norte,CD Santiago,2023-02-02,50,81344.0,4067200.0,received
GR-20230202-002298,PO-20221129-002086,PO-20221129-002086-L01,SKU-00397,Tecfluid Norte,CD Santiago,2023-02-02,14,1026741.0,14374374.0,received
GR-20230202-004063,PO-20230102-003649,PO-20230102-003649-L01,SKU-00689,Maestranza Integral,CD Santiago,2023-02-02,2,12191.0,24382.0,received
GR-20230202-004117,PO-20221202-003701,PO-20221202-003701-L01,SKU-00699,Tecfluid Norte,CD Santiago,2023-02-02,22,280037.0,6160814.0,received
GR-20230203-000489,PO-20221218-000451,PO-20221218-000451-L01,SKU-00089,Tecfluid Norte,CD Santiago,2023-02-03,4,914378.0,3657512.0,received
GR-20230203-003260,PO-20230114-002940,PO-20230114-002940-L01,SKU-00554,Hydroline Andina,CD Santiago,2023-02-03,20,927751.0,18555020.0,received
GR-20230203-003571,PO-20221104-003213,PO-20221104-003213-L01,SKU-00599,Andes Motion,CD Santiago,2023-02-03,5,3316570.0,16582850.0,received
GR-20230203-003876,PO-20230102-003478,PO-20230102-003478-L01,SKU-00653,Hydroline Andina,CD Santiago,2023-02-03,2,567677.0,1135354.0,received
GR-20230203-004523,PO-20221026-004065,PO-20221026-004065-L01,SKU-00777,Andes Motion,CD Santiago,2023-02-03,30,146402.0,4392060.0,received
GR-20230204-000682,PO-20220929-000629,PO-20220929-000629-L01,SKU-00126,Pacific Seal Supply,CD Santiago,2023-02-04,18,83782.0,1508076.0,received
GR-20230204-001940,PO-20230118-001764,PO-20230118-001764-L01,SKU-00353,Hydroline Andina,CD Santiago,2023-02-04,6,1285316.0,7711896.0,received
GR-20230204-002979,PO-20230115-002693,PO-20230115-002693-L01,SKU-00509,Hydroline Andina,CD Santiago,2023-02-04,28,346518.0,9702504.0,received
GR-20230204-003250,PO-20221231-002932,PO-20221231-002932-L01,SKU-00553,Maestranza Integral,CD Santiago,2023-02-04,6,1681968.0,10091808.0,received
GR-20230205-000026,PO-20220901-000023,PO-20220901-000023-L01,SKU-00009,Pacific Seal Supply,CD Santiago,2023-02-05,2,103711.0,207422.0,received
GR-20230205-003166,PO-20230114-002859,PO-20230114-002859-L01,SKU-00540,Hydroline Andina,CD Santiago,2023-02-05,20,204244.0,4084880.0,partial
GR-20230206-002684,PO-20221221-002425,PO-20221221-002425-L01,SKU-00460,Tecfluid Norte,CD Santiago,2023-02-06,15,642250.0,9633750.0,received
GR-20230206-002830,PO-20221124-002554,PO-20221124-002554-L01,SKU-00487,Tecfluid Norte,CD Santiago,2023-02-06,12,3432297.0,41187564.0,received
GR-20230206-003138,PO-20220817-002833,PO-20220817-002833-L01,SKU-00537,Pacific Seal Supply,CD Santiago,2023-02-06,10,413598.0,4135980.0,received
GR-20230206-003282,PO-20230104-002961,PO-20230104-002961-L01,SKU-00555,Maestranza Integral,CD Santiago,2023-02-06,5,1564508.0,7822540.0,received
GR-20230207-000001,PO-20221118-000001,PO-20221118-000001-L01,SKU-00002,Andes Motion,CD Santiago,2023-02-07,4,369661.0,1478644.0,received
GR-20230207-002831,PO-20221212-002555,PO-20221212-002555-L01,SKU-00487,Tecfluid Norte,CD Santiago,2023-02-07,23,3319916.0,76358068.0,received
GR-20230207-003315,PO-20221029-002991,PO-20221029-002991-L01,SKU-00563,Andes Motion,CD Santiago,2023-02-07,5,3707372.0,18536860.0,received
GR-20230207-003848,PO-20221206-003454,PO-20221206-003454-L01,SKU-00650,Tecfluid Norte,CD Santiago,2023-02-07,5,66903.0,334515.0,received
GR-20230208-000137,PO-20220831-000126,PO-20220831-000126-L01,SKU-00029,Industrial Flow Partners,CD Santiago,2023-02-08,2,126892.0,253784.0,received
GR-20230208-000988,PO-20230118-000899,PO-20230118-000899-L01,SKU-00170,Hydroline Andina,CD Santiago,2023-02-08,5,1595249.0,7976245.0,received
GR-20230208-002763,PO-20221110-002495,PO-20221110-002495-L01,SKU-00474,Andes Motion,CD Santiago,2023-02-08,4,2513970.0,10055880.0,received
GR-20230208-003122,PO-20221114-002818,PO-20221114-002818-L01,SKU-00536,Andes Motion,CD Santiago,2023-02-08,8,366384.0,2931072.0,received
GR-20230209-000516,PO-20220722-000475,PO-20220722-000475-L01,SKU-00097,Industrial Flow Partners,CD Santiago,2023-02-09,20,32298.0,645960.0,received
GR-20230209-002103,PO-20220921-001912,PO-20220921-001912-L01,SKU-00378,Pacific Seal Supply,CD Santiago,2023-02-09,26,158553.0,4122378.0,received
GR-20230209-003593,PO-20220901-003234,PO-20220901-003234-L01,SKU-00605,Industrial Flow Partners,CD Santiago,2023-02-09,2,2328528.0,4657056.0,partial
GR-20230209-004492,PO-20230118-004041,PO-20230118-004041-L01,SKU-00770,Hydroline Andina,CD Santiago,2023-02-09,2,205154.0,410308.0,received
GR-20230210-002252,PO-20230116-002044,PO-20230116-002044-L01,SKU-00394,Hydroline Andina,CD Santiago,2023-02-10,10,662686.0,6626860.0,partial
GR-20230210-003022,PO-20220828-002730,PO-20220828-002730-L01,SKU-00516,Industrial Flow Partners,CD Santiago,2023-02-10,2,291634.0,583268.0,received
GR-20230211-004279,PO-20221106-003847,PO-20221106-003847-L01,SKU-00733,Andes Motion,CD Santiago,2023-02-11,4,323209.0,1292836.0,received
GR-20230212-000214,PO-20230101-000199,PO-20230101-000199-L01,SKU-00048,Maestranza Integral,CD Santiago,2023-02-12,3,1971487.0,5914461.0,received
GR-20230213-002611,PO-20221108-002364,PO-20221108-002364-L01,SKU-00448,Andes Motion,CD Santiago,2023-02-13,5,1216860.0,6084300.0,received
GR-20230214-000432,PO-20221222-000399,PO-20221222-000399-L01,SKU-00077,Tecfluid Norte,CD Santiago,2023-02-14,8,1165920.0,9327360.0,received
GR-20230214-000966,PO-20230122-000881,PO-20230122-000881-L01,SKU-00168,Hydroline Andina,CD Santiago,2023-02-14,30,976726.0,29301780.0,received
GR-20230214-001816,PO-20221119-001651,PO-20221119-001651-L01,SKU-00332,Andes Motion,CD Santiago,2023-02-14,2,644891.0,1289782.0,received
GR-20230214-001997,PO-20221103-001817,PO-20221103-001817-L01,SKU-00362,Andes Motion,CD Santiago,2023-02-14,15,1472026.0,22080390.0,partial
GR-20230214-003167,PO-20230114-002859,PO-20230114-002859-L01,SKU-00540,Hydroline Andina,CD Santiago,2023-02-14,10,204244.0,2042440.0,received
GR-20230215-000017,PO-20221223-000016,PO-20221223-000016-L01,SKU-00006,Tecfluid Norte,CD Santiago,2023-02-15,3,1999573.0,5998719.0,received
GR-20230215-002852,PO-20220920-002575,PO-20220920-002575-L01,SKU-00488,Pacific Seal Supply,CD Santiago,2023-02-15,4,521973.0,2087892.0,received
GR-20230215-004632,PO-20230122-004166,PO-20230122-004166-L01,SKU-00787,Hydroline Andina,CD Santiago,2023-02-15,15,421360.0,6320400.0,received
GR-20230216-000115,PO-20220921-000105,PO-20220921-000105-L01,SKU-00024,Pacific Seal Supply,CD Santiago,2023-02-16,4,28944.0,115776.0,received
GR-20230216-001364,PO-20221113-001243,PO-20221113-001243-L01,SKU-00240,Andes Motion,CD Santiago,2023-02-16,3,2781888.0,8345664.0,received
GR-20230216-003771,PO-20220819-003384,PO-20220819-003384-L01,SKU-00635,Industrial Flow Partners,CD Santiago,2023-02-16,3,520362.0,1561086.0,received
GR-20230216-004572,PO-20221202-004110,PO-20221202-004110-L01,SKU-00783,Andes Motion,CD Santiago,2023-02-16,60,157943.0,9476580.0,received
GR-20230217-003030,PO-20221116-002737,PO-20221116-002737-L01,SKU-00517,Andes Motion,CD Santiago,2023-02-17,5,112743.0,563715.0,received
GR-20230217-003316,PO-20221122-002992,PO-20221122-002992-L01,SKU-00563,Andes Motion,CD Santiago,2023-02-17,5,3817393.0,19086965.0,received
GR-20230218-000205,PO-20221128-000191,PO-20221128-000191-L01,SKU-00044,Andes Motion,CD Santiago,2023-02-18,4,727850.0,2911400.0,received
GR-20230218-000677,PO-20220903-000625,PO-20220903-000625-L01,SKU-00125,Pacific Seal Supply,CD Santiago,2023-02-18,2,24572.0,49144.0,received
GR-20230218-000786,PO-20220819-000724,PO-20220819-000724-L01,SKU-00139,Industrial Flow Partners,CD Santiago,2023-02-18,2,2086719.0,4173438.0,received
GR-20230218-001091,PO-20221215-000994,PO-20221215-000994-L01,SKU-00195,Tecfluid Norte,CD Santiago,2023-02-18,2,38276.0,76552.0,received
GR-20230218-002253,PO-20230116-002044,PO-20230116-002044-L01,SKU-00394,Hydroline Andina,CD Santiago,2023-02-18,6,662686.0,3976116.0,received
GR-20230218-002299,PO-20221220-002087,PO-20221220-002087-L01,SKU-00397,Tecfluid Norte,CD Santiago,2023-02-18,38,1054824.0,40083312.0,received
GR-20230219-000436,PO-20230202-000403,PO-20230202-000403-L01,SKU-00079,Hydroline Andina,CD Santiago,2023-02-19,4,54516.0,218064.0,received
GR-20230219-002282,PO-20230102-002070,PO-20230102-002070-L01,SKU-00396,Tecfluid Norte,CD Santiago,2023-02-19,35,159588.0,5585580.0,received
GR-20230219-002466,PO-20220814-002232,PO-20220814-002232-L01,SKU-00422,Industrial Flow Partners,CD Santiago,2023-02-19,15,558764.0,8381460.0,received
GR-20230219-004558,PO-20221114-004097,PO-20221114-004097-L01,SKU-00782,Andes Motion,CD Santiago,2023-02-19,2,425317.0,850634.0,received
GR-20230220-000353,PO-20221207-000328,PO-20221207-000328-L01,SKU-00067,Andes Motion,CD Santiago,2023-02-20,25,88682.0,2217050.0,received
GR-20230220-000404,PO-20221004-000375,PO-20221004-000375-L01,SKU-00072,Industrial Flow Partners,CD Santiago,2023-02-20,33,1473635.0,48629955.0,received
GR-20230220-001404,PO-20220904-001282,PO-20220904-001282-L01,SKU-00245,Pacific Seal Supply,CD Santiago,2023-02-20,13,193299.0,2512887.0,received
GR-20230221-000363,PO-20230112-000336,PO-20230112-000336-L01,SKU-00068,Maestranza Integral,CD Santiago,2023-02-21,5,1871444.0,9357220.0,received
GR-20230223-000917,PO-20221228-000839,PO-20221228-000839-L01,SKU-00161,Tecfluid Norte,CD Santiago,2023-02-23,1,626732.0,626732.0,partial
