date,sku,location,quantity,unit_price,total_amount
2022-06-15,SKU-00025,CD Santiago,1,555465.0,555465.0
2022-06-15,SKU-00051,Santiago,1,52592.0,52592.0
2022-06-15,SKU-00062,Copiapó,1,18217.0,18217.0
2022-06-15,SKU-00072,Antofagasta,1,370281.0,370281.0
2022-06-15,SKU-00072,Concepción,1,370281.0,370281.0
2022-06-15,SKU-00072,Santiago,1,370281.0,370281.0
2022-06-15,SKU-00099,CD Santiago,2,2117240.0,4234480.0
2022-06-15,SKU-00135,Santiago,1,3988682.0,3988682.0
2022-06-15,SKU-00155,CD Santiago,1,2141444.0,2141444.0
2022-06-15,SKU-00156,Santiago,1,744553.0,744553.0
2022-06-15,SKU-00168,Copiapó,1,427356.0,427356.0
2022-06-15,SKU-00225,Copiapó,2,177660.0,355320.0
2022-06-15,SKU-00262,Lima,1,840429.0,840429.0
2022-06-15,SKU-00263,Copiapó,1,620875.0,620875.0
2022-06-15,SKU-00291,Lima,1,11911.0,11911.0
2022-06-15,SKU-00346,CD Santiago,1,1867102.0,1867102.0
2022-06-15,SKU-00362,Lima,1,5114682.0,5114682.0
2022-06-15,SKU-00380,CD Santiago,1,290533.0,290533.0
2022-06-15,SKU-00380,Concepción,1,290533.0,290533.0
2022-06-15,SKU-00423,CD Santiago,1,103519.0,103519.0
2022-06-15,SKU-00487,Concepción,1,25558.0,25558.0
2022-06-15,SKU-00506,Copiapó,1,1861157.0,1861157.0
2022-06-15,SKU-00541,CD Santiago,1,542169.0,542169.0
2022-06-15,SKU-00556,Copiapó,1,3100160.0,3100160.0
2022-06-15,SKU-00567,CD Santiago,1,368827.0,368827.0
2022-06-15,SKU-00583,Copiapó,2,967804.0,1935608.0
2022-06-15,SKU-00611,Lima,1,2942454.0,2942454.0
2022-06-15,SKU-00617,Concepción,1,1067996.0,1067996.0
2022-06-15,SKU-00622,Santiago,1,3994777.0,3994777.0
2022-06-15,SKU-00626,Copiapó,1,132265.0,132265.0
2022-06-15,SKU-00638,Lima,1,5835747.0,5835747.0
2022-06-15,SKU-00641,Santiago,2,254762.0,509524.0
2022-06-15,SKU-00664,Santiago,1,318943.0,318943.0
2022-06-15,SKU-00667,Lima,1,2482381.0,2482381.0
2022-06-15,SKU-00670,Concepción,1,2884135.0,2884135.0
2022-06-15,SKU-00678,Copiapó,1,2826208.0,2826208.0
2022-06-15,SKU-00713,Copiapó,1,4059808.0,4059808.0
2022-06-15,SKU-00733,Copiapó,1,1320378.0,1320378.0
2022-06-15,SKU-00734,Antofagasta,1,309890.0,309890.0
2022-06-15,SKU-00777,Antofagasta,1,2283587.0,2283587.0
2022-06-15,SKU-00777,Lima,1,2283587.0,2283587.0
2022-06-15,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-06-15,SKU-00791,Concepción,1,1068650.0,1068650.0
2022-06-16,SKU-00020,Concepción,1,116661.0,116661.0
2022-06-16,SKU-00031,Concepción,1,4798389.0,4798389.0
2022-06-16,SKU-00031,Copiapó,1,4798389.0,4798389.0
2022-06-16,SKU-00060,Concepción,1,1004302.0,1004302.0
2022-06-16,SKU-00072,Antofagasta,1,370281.0,370281.0
2022-06-16,SKU-00072,CD Santiago,1,370281.0,370281.0
2022-06-16,SKU-00072,Copiapó,1,370281.0,370281.0
2022-06-16,SKU-00072,Santiago,1,370281.0,370281.0
2022-06-16,SKU-00097,Antofagasta,1,1561766.0,1561766.0
2022-06-16,SKU-00099,Concepción,1,2117240.0,2117240.0
2022-06-16,SKU-00106,Santiago,1,27610.0,27610.0
2022-06-16,SKU-00113,Copiapó,1,498638.0,498638.0
2022-06-16,SKU-00122,Santiago,1,1460779.0,1460779.0
2022-06-16,SKU-00124,Antofagasta,1,2423386.0,2423386.0
2022-06-16,SKU-00127,Lima,1,3503947.0,3503947.0
2022-06-16,SKU-00133,Copiapó,1,1070135.0,1070135.0
2022-06-16,SKU-00152,CD Santiago,1,906099.0,906099.0
2022-06-16,SKU-00156,CD Santiago,1,744553.0,744553.0
2022-06-16,SKU-00168,Santiago,1,427356.0,427356.0
2022-06-16,SKU-00170,Antofagasta,1,419156.0,419156.0
2022-06-16,SKU-00170,Lima,1,419156.0,419156.0
2022-06-16,SKU-00178,Lima,1,1460652.0,1460652.0
2022-06-16,SKU-00196,Santiago,1,2585952.0,2585952.0
2022-06-16,SKU-00214,Antofagasta,1,1913059.0,1913059.0
2022-06-16,SKU-00214,Santiago,1,1913059.0,1913059.0
2022-06-16,SKU-00223,Concepción,1,1370782.0,1370782.0
2022-06-16,SKU-00223,Copiapó,1,1370782.0,1370782.0
2022-06-16,SKU-00241,CD Santiago,1,115738.0,115738.0
2022-06-16,SKU-00291,Santiago,1,11911.0,11911.0
2022-06-16,SKU-00374,Santiago,1,107573.0,107573.0
2022-06-16,SKU-00399,CD Santiago,1,159305.0,159305.0
2022-06-16,SKU-00416,Concepción,1,280742.0,280742.0
2022-06-16,SKU-00509,Lima,1,1479767.0,1479767.0
2022-06-16,SKU-00510,Concepción,1,3486742.0,3486742.0
2022-06-16,SKU-00518,Copiapó,1,419119.0,419119.0
2022-06-16,SKU-00540,Santiago,1,1483767.0,1483767.0
2022-06-16,SKU-00585,Lima,1,894603.0,894603.0
2022-06-16,SKU-00641,Santiago,1,254762.0,254762.0
2022-06-16,SKU-00651,Antofagasta,1,223516.0,223516.0
2022-06-16,SKU-00677,Antofagasta,1,84770.0,84770.0
2022-06-16,SKU-00677,Concepción,1,84770.0,84770.0
2022-06-16,SKU-00682,Concepción,1,124754.0,124754.0
2022-06-16,SKU-00688,Copiapó,1,130303.0,130303.0
2022-06-16,SKU-00715,Copiapó,1,564183.0,564183.0
2022-06-16,SKU-00718,CD Santiago,1,185936.0,185936.0
2022-06-16,SKU-00734,Lima,1,309890.0,309890.0
2022-06-16,SKU-00746,Santiago,1,1258017.0,1258017.0
2022-06-16,SKU-00748,Concepción,1,2195577.0,2195577.0
2022-06-16,SKU-00749,Copiapó,1,290923.0,290923.0
2022-06-16,SKU-00765,Copiapó,2,913836.0,1827672.0
2022-06-16,SKU-00784,Copiapó,1,705973.0,705973.0
2022-06-16,SKU-00798,Concepción,1,2426854.0,2426854.0
2022-06-17,SKU-00015,Concepción,1,2132041.0,2132041.0
2022-06-17,SKU-00044,Lima,1,23765.0,23765.0
2022-06-17,SKU-00070,Lima,1,2235271.0,2235271.0
2022-06-17,SKU-00096,Copiapó,1,162089.0,162089.0
2022-06-17,SKU-00099,Copiapó,1,2117240.0,2117240.0
2022-06-17,SKU-00106,Santiago,1,27610.0,27610.0
2022-06-17,SKU-00127,Antofagasta,1,3503947.0,3503947.0
2022-06-17,SKU-00134,Lima,1,73932.0,73932.0
2022-06-17,SKU-00153,Santiago,1,5483879.0,5483879.0
2022-06-17,SKU-00157,Antofagasta,1,6623460.0,6623460.0
2022-06-17,SKU-00214,Antofagasta,1,1913059.0,1913059.0
2022-06-17,SKU-00217,Antofagasta,1,110413.0,110413.0
2022-06-17,SKU-00222,Concepción,1,522437.0,522437.0
2022-06-17,SKU-00276,Concepción,1,1935450.0,1935450.0
2022-06-17,SKU-00291,Santiago,1,11911.0,11911.0
2022-06-17,SKU-00311,CD Santiago,1,33481.0,33481.0
2022-06-17,SKU-00321,Antofagasta,1,707238.0,707238.0
2022-06-17,SKU-00321,CD Santiago,1,707238.0,707238.0
2022-06-17,SKU-00335,Santiago,1,4189622.0,4189622.0
2022-06-17,SKU-00352,Concepción,1,163668.0,163668.0
2022-06-17,SKU-00352,Copiapó,1,163668.0,163668.0
2022-06-17,SKU-00362,Santiago,2,5114682.0,10229364.0
2022-06-17,SKU-00378,Concepción,1,219982.0,219982.0
2022-06-17,SKU-00401,Lima,1,545008.0,545008.0
2022-06-17,SKU-00405,Concepción,1,90859.0,90859.0
2022-06-17,SKU-00423,CD Santiago,1,103519.0,103519.0
2022-06-17,SKU-00423,Concepción,1,103519.0,103519.0
2022-06-17,SKU-00488,Copiapó,1,88752.0,88752.0
2022-06-17,SKU-00540,CD Santiago,1,1483767.0,1483767.0
2022-06-17,SKU-00550,Santiago,1,159805.0,159805.0
2022-06-17,SKU-00587,Antofagasta,1,4774760.0,4774760.0
2022-06-17,SKU-00607,Lima,1,586999.0,586999.0
2022-06-17,SKU-00613,Lima,1,897239.0,897239.0
2022-06-17,SKU-00622,Lima,1,4379433.0,4379433.0
2022-06-17,SKU-00642,Lima,1,1769720.0,1769720.0
2022-06-17,SKU-00664,Antofagasta,1,318943.0,318943.0
2022-06-17,SKU-00664,CD Santiago,1,318943.0,318943.0
2022-06-17,SKU-00666,Copiapó,1,478756.0,478756.0
2022-06-17,SKU-00675,Santiago,1,60146.0,60146.0
2022-06-17,SKU-00682,Concepción,1,124754.0,124754.0
2022-06-17,SKU-00693,Santiago,1,599272.0,599272.0
2022-06-17,SKU-00699,CD Santiago,1,157382.0,157382.0
2022-06-17,SKU-00707,Concepción,1,1069119.0,1069119.0
2022-06-17,SKU-00734,Antofagasta,1,309890.0,309890.0
2022-06-17,SKU-00777,Antofagasta,1,2283587.0,2283587.0
2022-06-17,SKU-00777,Concepción,1,2283587.0,2283587.0
2022-06-17,SKU-00779,Antofagasta,1,159301.0,159301.0
2022-06-17,SKU-00783,Santiago,1,4035137.0,4035137.0
2022-06-20,SKU-00031,Concepción,1,4798389.0,4798389.0
2022-06-20,SKU-00041,Concepción,1,793292.0,793292.0
2022-06-20,SKU-00051,Lima,2,52592.0,105184.0
2022-06-20,SKU-00062,Antofagasta,1,18217.0,18217.0
2022-06-20,SKU-00070,Santiago,1,2235271.0,2235271.0
2022-06-20,SKU-00072,Antofagasta,1,370281.0,370281.0
2022-06-20,SKU-00093,Lima,1,415527.0,415527.0
2022-06-20,SKU-00106,Santiago,1,27610.0,27610.0
2022-06-20,SKU-00110,Santiago,1,7455035.0,7455035.0
2022-06-20,SKU-00113,CD Santiago,1,519072.0,519072.0
2022-06-20,SKU-00118,Concepción,1,2336534.0,2336534.0
2022-06-20,SKU-00118,Santiago,1,2336534.0,2336534.0
2022-06-20,SKU-00135,Antofagasta,1,3988682.0,3988682.0
2022-06-20,SKU-00156,CD Santiago,1,744553.0,744553.0
2022-06-20,SKU-00168,Antofagasta,1,427356.0,427356.0
2022-06-20,SKU-00168,Santiago,1,427356.0,427356.0
2022-06-20,SKU-00184,Lima,1,849970.0,849970.0
2022-06-20,SKU-00214,Copiapó,1,1913059.0,1913059.0
2022-06-20,SKU-00223,Lima,1,1370782.0,1370782.0
2022-06-20,SKU-00241,CD Santiago,1,115738.0,115738.0
2022-06-20,SKU-00241,Concepción,1,115738.0,115738.0
2022-06-20,SKU-00241,Lima,1,115738.0,115738.0
2022-06-20,SKU-00263,Concepción,1,620875.0,620875.0
2022-06-20,SKU-00263,Copiapó,1,620875.0,620875.0
2022-06-20,SKU-00271,Concepción,1,310412.0,310412.0
2022-06-20,SKU-00291,Antofagasta,1,11911.0,11911.0
2022-06-20,SKU-00291,CD Santiago,1,11911.0,11911.0
2022-06-20,SKU-00299,CD Santiago,1,3777648.0,3777648.0
2022-06-20,SKU-00336,Copiapó,1,33013.0,33013.0
2022-06-20,SKU-00362,Concepción,1,5114682.0,5114682.0
2022-06-20,SKU-00366,Copiapó,1,1931867.0,1931867.0
2022-06-20,SKU-00380,Antofagasta,1,290533.0,290533.0
2022-06-20,SKU-00397,Antofagasta,1,662145.0,662145.0
2022-06-20,SKU-00402,Antofagasta,3,274621.0,823863.0
2022-06-20,SKU-00416,Antofagasta,1,280742.0,280742.0
2022-06-20,SKU-00416,Lima,1,280742.0,280742.0
2022-06-20,SKU-00419,Antofagasta,1,130597.0,130597.0
2022-06-20,SKU-00422,Santiago,1,4483027.0,4483027.0
2022-06-20,SKU-00423,CD Santiago,1,103519.0,103519.0
2022-06-20,SKU-00442,CD Santiago,1,104547.0,104547.0
2022-06-20,SKU-00477,Concepción,1,780314.0,780314.0
2022-06-20,SKU-00480,Santiago,1,5381358.0,5381358.0
2022-06-20,SKU-00487,Concepción,1,25558.0,25558.0
2022-06-20,SKU-00504,Antofagasta,1,112188.0,112188.0
2022-06-20,SKU-00517,Santiago,1,406413.0,406413.0
2022-06-20,SKU-00524,Lima,1,4697748.0,4697748.0
2022-06-20,SKU-00554,Santiago,1,430092.0,430092.0
2022-06-20,SKU-00581,Copiapó,1,4934824.0,4934824.0
2022-06-20,SKU-00583,Antofagasta,1,967804.0,967804.0
2022-06-20,SKU-00587,Concepción,1,4774760.0,4774760.0
2022-06-20,SKU-00601,Santiago,1,110784.0,110784.0
2022-06-20,SKU-00664,CD Santiago,1,318943.0,318943.0
2022-06-20,SKU-00666,Antofagasta,1,478756.0,478756.0
2022-06-20,SKU-00666,Copiapó,1,478756.0,478756.0
2022-06-20,SKU-00670,CD Santiago,1,2884135.0,2884135.0
2022-06-20,SKU-00670,Concepción,1,2884135.0,2884135.0
2022-06-20,SKU-00689,Lima,1,83435.0,83435.0
2022-06-20,SKU-00699,CD Santiago,1,157382.0,157382.0
2022-06-20,SKU-00722,Concepción,1,3230481.0,3230481.0
2022-06-20,SKU-00746,Lima,1,1258017.0,1258017.0
2022-06-20,SKU-00777,Concepción,1,2018380.0,2018380.0
2022-06-20,SKU-00777,Lima,1,2283587.0,2283587.0
2022-06-20,SKU-00784,Concepción,1,705973.0,705973.0
2022-06-20,SKU-00784,Santiago,1,705973.0,705973.0
2022-06-20,SKU-00798,Concepción,1,2426854.0,2426854.0
2022-06-21,SKU-00052,Concepción,1,240377.0,240377.0
2022-06-21,SKU-00053,Antofagasta,1,1654148.0,1654148.0
2022-06-21,SKU-00066,Santiago,1,5609964.0,5609964.0
2022-06-21,SKU-00072,Antofagasta,1,370281.0,370281.0
2022-06-21,SKU-00072,Concepción,1,370281.0,370281.0
2022-06-21,SKU-00097,Concepción,1,1561766.0,1561766.0
2022-06-21,SKU-00099,Concepción,1,2117240.0,2117240.0
2022-06-21,SKU-00099,Copiapó,1,2117240.0,2117240.0
2022-06-21,SKU-00106,CD Santiago,1,27610.0,27610.0
2022-06-21,SKU-00106,Lima,1,27610.0,27610.0
2022-06-21,SKU-00112,CD Santiago,1,560495.0,560495.0
2022-06-21,SKU-00118,Antofagasta,1,2336534.0,2336534.0
2022-06-21,SKU-00118,Copiapó,1,2336534.0,2336534.0
2022-06-21,SKU-00130,Concepción,1,7913768.0,7913768.0
2022-06-21,SKU-00135,Copiapó,1,3988682.0,3988682.0
2022-06-21,SKU-00159,Concepción,1,18683.0,18683.0
2022-06-21,SKU-00174,CD Santiago,1,2342917.0,2342917.0
2022-06-21,SKU-00184,CD Santiago,1,849970.0,849970.0
2022-06-21,SKU-00207,CD Santiago,1,564674.0,564674.0
2022-06-21,SKU-00223,Copiapó,1,1370782.0,1370782.0
2022-06-21,SKU-00223,Lima,1,1370782.0,1370782.0
2022-06-21,SKU-00281,CD Santiago,1,88087.0,88087.0
2022-06-21,SKU-00291,Santiago,1,11911.0,11911.0
2022-06-21,SKU-00308,Santiago,1,1247098.0,1247098.0
2022-06-21,SKU-00369,Santiago,1,2556397.0,2556397.0
2022-06-21,SKU-00378,Santiago,1,219982.0,219982.0
2022-06-21,SKU-00394,Copiapó,2,456423.0,912846.0
2022-06-21,SKU-00402,Lima,1,274621.0,274621.0
2022-06-21,SKU-00415,CD Santiago,1,4868836.0,4868836.0
2022-06-21,SKU-00487,Lima,1,25558.0,25558.0
2022-06-21,SKU-00498,Concepción,1,57412.0,57412.0
2022-06-21,SKU-00509,Antofagasta,1,1479767.0,1479767.0
2022-06-21,SKU-00536,Lima,1,3253618.0,3253618.0
2022-06-21,SKU-00540,Concepción,1,1483767.0,1483767.0
2022-06-21,SKU-00569,CD Santiago,1,612762.0,612762.0
2022-06-21,SKU-00609,Lima,1,78784.0,78784.0
2022-06-21,SKU-00611,Lima,1,2942454.0,2942454.0
2022-06-21,SKU-00622,Santiago,3,4379433.0,13138299.0
2022-06-21,SKU-00626,Copiapó,1,132265.0,132265.0
2022-06-21,SKU-00641,CD Santiago,1,254762.0,254762.0
2022-06-21,SKU-00659,Antofagasta,1,2551032.0,2551032.0
2022-06-21,SKU-00664,Santiago,1,318943.0,318943.0
2022-06-21,SKU-00665,Copiapó,1,1560085.0,1560085.0
2022-06-21,SKU-00704,Copiapó,1,20049.0,20049.0
2022-06-21,SKU-00707,Concepción,1,1069119.0,1069119.0
2022-06-21,SKU-00708,CD Santiago,1,4438077.0,4438077.0
2022-06-21,SKU-00713,Antofagasta,1,4059808.0,4059808.0
2022-06-21,SKU-00749,Copiapó,1,290923.0,290923.0
2022-06-21,SKU-00765,Lima,1,913836.0,913836.0
2022-06-21,SKU-00769,Copiapó,1,1605770.0,1605770.0
2022-06-21,SKU-00777,Antofagasta,1,2283587.0,2283587.0
2022-06-21,SKU-00777,CD Santiago,1,2283587.0,2283587.0
2022-06-21,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-06-21,SKU-00782,Lima,1,37959.0,37959.0
2022-06-21,SKU-00783,CD Santiago,1,4035137.0,4035137.0
2022-06-21,SKU-00783,Santiago,1,4035137.0,4035137.0
2022-06-21,SKU-00784,Antofagasta,3,705973.0,2117919.0
2022-06-21,SKU-00784,Concepción,1,705973.0,705973.0
2022-06-22,SKU-00008,Lima,1,421277.0,421277.0
2022-06-22,SKU-00015,Copiapó,1,2132041.0,2132041.0
2022-06-22,SKU-00062,Lima,1,18217.0,18217.0
2022-06-22,SKU-00099,Copiapó,1,2117240.0,2117240.0
2022-06-22,SKU-00110,Santiago,1,7455035.0,7455035.0
2022-06-22,SKU-00118,Concepción,1,2336534.0,2336534.0
2022-06-22,SKU-00124,Copiapó,1,2423386.0,2423386.0
2022-06-22,SKU-00140,Santiago,1,929429.0,929429.0
2022-06-22,SKU-00165,CD Santiago,1,427227.0,427227.0
2022-06-22,SKU-00168,Lima,3,427356.0,1282068.0
2022-06-22,SKU-00195,Antofagasta,1,1486131.0,1486131.0
2022-06-22,SKU-00214,Antofagasta,1,1913059.0,1913059.0
2022-06-22,SKU-00214,Concepción,1,1913059.0,1913059.0
2022-06-22,SKU-00241,Concepción,1,115738.0,115738.0
2022-06-22,SKU-00241,Lima,1,115738.0,115738.0
2022-06-22,SKU-00261,Lima,1,4342717.0,4342717.0
2022-06-22,SKU-00263,Copiapó,1,620875.0,620875.0
2022-06-22,SKU-00291,CD Santiago,1,11911.0,11911.0
2022-06-22,SKU-00291,Lima,1,11911.0,11911.0
2022-06-22,SKU-00308,Copiapó,1,1247098.0,1247098.0
2022-06-22,SKU-00331,Antofagasta,1,533493.0,533493.0
2022-06-22,SKU-00362,Lima,1,5114682.0,5114682.0
2022-06-22,SKU-00379,Concepción,1,2722244.0,2722244.0
2022-06-22,SKU-00380,CD Santiago,1,290533.0,290533.0
2022-06-22,SKU-00380,Lima,1,290533.0,290533.0
2022-06-22,SKU-00391,Copiapó,1,698403.0,698403.0
2022-06-22,SKU-00405,Concepción,1,90859.0,90859.0
2022-06-22,SKU-00416,Concepción,1,280742.0,280742.0
2022-06-22,SKU-00423,Antofagasta,2,103519.0,207038.0
2022-06-22,SKU-00423,CD Santiago,2,103519.0,207038.0
2022-06-22,SKU-00423,Copiapó,1,103519.0,103519.0
2022-06-22,SKU-00423,Santiago,1,103519.0,103519.0
2022-06-22,SKU-00431,Lima,1,1184324.0,1184324.0
2022-06-22,SKU-00485,Lima,1,339358.0,339358.0
2022-06-22,SKU-00494,Lima,1,1845909.0,1845909.0
2022-06-22,SKU-00509,Antofagasta,1,1479767.0,1479767.0
2022-06-22,SKU-00509,Lima,1,1479767.0,1479767.0
2022-06-22,SKU-00537,Santiago,1,334008.0,334008.0
2022-06-22,SKU-00540,Concepción,2,1483767.0,2967534.0
2022-06-22,SKU-00540,Santiago,1,1483767.0,1483767.0
2022-06-22,SKU-00546,Antofagasta,1,715811.0,715811.0
2022-06-22,SKU-00579,Antofagasta,1,1320690.0,1320690.0
2022-06-22,SKU-00593,CD Santiago,1,120630.0,120630.0
2022-06-22,SKU-00594,Lima,1,144887.0,144887.0
2022-06-22,SKU-00610,Antofagasta,1,468163.0,468163.0
2022-06-22,SKU-00613,Copiapó,1,897239.0,897239.0
2022-06-22,SKU-00626,CD Santiago,1,132265.0,132265.0
2022-06-22,SKU-00641,CD Santiago,1,254762.0,254762.0
2022-06-22,SKU-00642,Copiapó,1,1769720.0,1769720.0
2022-06-22,SKU-00664,Santiago,1,318943.0,318943.0
2022-06-22,SKU-00736,Concepción,1,239718.0,239718.0
2022-06-22,SKU-00739,CD Santiago,1,2006063.0,2006063.0
2022-06-22,SKU-00765,CD Santiago,1,913836.0,913836.0
2022-06-22,SKU-00765,Lima,1,913836.0,913836.0
2022-06-22,SKU-00777,Concepción,1,2018380.0,2018380.0
2022-06-22,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-06-22,SKU-00784,Lima,1,705973.0,705973.0
2022-06-23,SKU-00015,Lima,1,2132041.0,2132041.0
2022-06-23,SKU-00016,Lima,1,1239100.0,1239100.0
2022-06-23,SKU-00029,Concepción,1,961253.0,961253.0
2022-06-23,SKU-00062,Concepción,1,18217.0,18217.0
2022-06-23,SKU-00066,CD Santiago,1,5609964.0,5609964.0
2022-06-23,SKU-00072,Antofagasta,1,370281.0,370281.0
2022-06-23,SKU-00083,Concepción,1,1175485.0,1175485.0
2022-06-23,SKU-00099,Santiago,1,2117240.0,2117240.0
2022-06-23,SKU-00106,Concepción,1,27610.0,27610.0
2022-06-23,SKU-00106,Copiapó,1,27610.0,27610.0
2022-06-23,SKU-00106,Santiago,1,27610.0,27610.0
2022-06-23,SKU-00110,Concepción,1,7455035.0,7455035.0
2022-06-23,SKU-00118,Antofagasta,1,2336534.0,2336534.0
2022-06-23,SKU-00118,Concepción,1,2336534.0,2336534.0
2022-06-23,SKU-00122,Santiago,1,1460779.0,1460779.0
2022-06-23,SKU-00156,Santiago,1,744553.0,744553.0
2022-06-23,SKU-00168,Copiapó,1,427356.0,427356.0
2022-06-23,SKU-00172,CD Santiago,1,3425635.0,3425635.0
2022-06-23,SKU-00225,Copiapó,1,177660.0,177660.0
2022-06-23,SKU-00291,CD Santiago,1,11911.0,11911.0
2022-06-23,SKU-00340,Antofagasta,1,819075.0,819075.0
2022-06-23,SKU-00354,Antofagasta,1,655213.0,655213.0
2022-06-23,SKU-00367,CD Santiago,1,5039210.0,5039210.0
2022-06-23,SKU-00372,Antofagasta,1,106743.0,106743.0
2022-06-23,SKU-00387,Lima,1,276126.0,276126.0
2022-06-23,SKU-00401,CD Santiago,1,545008.0,545008.0
2022-06-23,SKU-00402,Antofagasta,1,274621.0,274621.0
2022-06-23,SKU-00402,Lima,1,274621.0,274621.0
2022-06-23,SKU-00488,Lima,1,88752.0,88752.0
2022-06-23,SKU-00494,Lima,1,1845909.0,1845909.0
2022-06-23,SKU-00506,Antofagasta,1,1861157.0,1861157.0
2022-06-23,SKU-00554,Antofagasta,1,430092.0,430092.0
2022-06-23,SKU-00580,Antofagasta,1,1477258.0,1477258.0
2022-06-23,SKU-00587,Concepción,1,4774760.0,4774760.0
2022-06-23,SKU-00626,Santiago,1,132265.0,132265.0
2022-06-23,SKU-00627,Santiago,1,394701.0,394701.0
2022-06-23,SKU-00641,Santiago,2,254762.0,509524.0
2022-06-23,SKU-00666,Antofagasta,1,478756.0,478756.0
2022-06-23,SKU-00670,CD Santiago,1,2884135.0,2884135.0
2022-06-23,SKU-00689,Concepción,1,83435.0,83435.0
2022-06-23,SKU-00699,Santiago,1,157382.0,157382.0
2022-06-23,SKU-00713,Concepción,1,4059808.0,4059808.0
2022-06-23,SKU-00719,Santiago,1,306289.0,306289.0
2022-06-23,SKU-00721,Copiapó,1,102388.0,102388.0
2022-06-23,SKU-00729,Copiapó,1,2182214.0,2182214.0
2022-06-23,SKU-00734,Lima,1,309890.0,309890.0
2022-06-23,SKU-00742,Santiago,1,119635.0,119635.0
2022-06-23,SKU-00761,Antofagasta,1,3075205.0,3075205.0
2022-06-23,SKU-00762,Antofagasta,1,2852525.0,2852525.0
2022-06-23,SKU-00765,CD Santiago,1,913836.0,913836.0
2022-06-23,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-06-23,SKU-00782,Concepción,1,37959.0,37959.0
2022-06-23,SKU-00783,CD Santiago,1,4035137.0,4035137.0
2022-06-24,SKU-00015,Santiago,1,2132041.0,2132041.0
2022-06-24,SKU-00065,CD Santiago,1,1212085.0,1212085.0
2022-06-24,SKU-00072,Concepción,1,370281.0,370281.0
2022-06-24,SKU-00074,CD Santiago,1,5239704.0,5239704.0
2022-06-24,SKU-00096,Copiapó,1,162089.0,162089.0
2022-06-24,SKU-00099,Santiago,1,2117240.0,2117240.0
2022-06-24,SKU-00105,Concepción,1,3354101.0,3354101.0
2022-06-24,SKU-00118,Santiago,1,2336534.0,2336534.0
2022-06-24,SKU-00135,Antofagasta,1,3988682.0,3988682.0
2022-06-24,SKU-00168,CD Santiago,1,427356.0,427356.0
2022-06-24,SKU-00214,CD Santiago,1,1913059.0,1913059.0
2022-06-24,SKU-00214,Lima,1,1913059.0,1913059.0
2022-06-24,SKU-00225,Copiapó,1,177660.0,177660.0
2022-06-24,SKU-00233,Copiapó,1,155362.0,155362.0
2022-06-24,SKU-00261,Lima,1,4342717.0,4342717.0
2022-06-24,SKU-00263,Concepción,1,620875.0,620875.0
2022-06-24,SKU-00263,Copiapó,1,620875.0,620875.0
2022-06-24,SKU-00271,Concepción,1,310412.0,310412.0
2022-06-24,SKU-00287,CD Santiago,1,1980397.0,1980397.0
2022-06-24,SKU-00291,Antofagasta,1,11911.0,11911.0
2022-06-24,SKU-00291,CD Santiago,1,11911.0,11911.0
2022-06-24,SKU-00291,Lima,1,11911.0,11911.0
2022-06-24,SKU-00291,Santiago,1,11911.0,11911.0
2022-06-24,SKU-00319,Antofagasta,1,596501.0,596501.0
2022-06-24,SKU-00340,Copiapó,1,819075.0,819075.0
2022-06-24,SKU-00352,Concepción,1,163668.0,163668.0
2022-06-24,SKU-00374,Santiago,1,107573.0,107573.0
2022-06-24,SKU-00379,CD Santiago,1,2722244.0,2722244.0
2022-06-24,SKU-00380,CD Santiago,1,290533.0,290533.0
2022-06-24,SKU-00394,Santiago,1,456423.0,456423.0
2022-06-24,SKU-00423,Concepción,1,103519.0,103519.0
2022-06-24,SKU-00423,Copiapó,1,103519.0,103519.0
2022-06-24,SKU-00464,Copiapó,1,945317.0,945317.0
2022-06-24,SKU-00524,CD Santiago,1,4697748.0,4697748.0
2022-06-24,SKU-00536,CD Santiago,1,3253618.0,3253618.0
2022-06-24,SKU-00541,Antofagasta,1,542169.0,542169.0
2022-06-24,SKU-00583,Antofagasta,1,967804.0,967804.0
2022-06-24,SKU-00694,Antofagasta,1,2671463.0,2671463.0
2022-06-24,SKU-00716,Lima,1,2503511.0,2503511.0
2022-06-24,SKU-00748,Lima,1,2195577.0,2195577.0
2022-06-24,SKU-00755,Santiago,1,3385530.0,3385530.0
2022-06-24,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-06-24,SKU-00782,Concepción,1,36077.0,36077.0
2022-06-24,SKU-00784,Antofagasta,1,705973.0,705973.0
2022-06-27,SKU-00015,CD Santiago,2,2132041.0,4264082.0
2022-06-27,SKU-00015,Copiapó,1,2132041.0,2132041.0
2022-06-27,SKU-00031,CD Santiago,1,4798389.0,4798389.0
2022-06-27,SKU-00062,Copiapó,1,18217.0,18217.0
2022-06-27,SKU-00072,Copiapó,1,370281.0,370281.0
2022-06-27,SKU-00099,CD Santiago,1,2117240.0,2117240.0
2022-06-27,SKU-00099,Lima,1,2117240.0,2117240.0
2022-06-27,SKU-00106,Lima,1,27610.0,27610.0
2022-06-27,SKU-00110,Santiago,1,7455035.0,7455035.0
