transfer_id,sku,source_location,destination_location,ship_date,expected_receipt_date,receipt_date,transfer_qty,transfer_status
TR-20220318-001974,SKU-00106,CD Santiago,Copiapó,2022-03-18,2022-03-21,2022-03-23,2,received
TR-20220318-004120,SKU-00202,CD Santiago,Concepción,2022-03-18,2022-03-21,2022-03-21,2,received
TR-20220318-004454,SKU-00222,CD Santiago,Concepción,2022-03-18,2022-03-21,2022-03-21,2,received
TR-20220318-006088,SKU-00302,CD Santiago,Copiapó,2022-03-18,2022-03-21,2022-03-20,2,received
TR-20220318-006154,SKU-00306,CD Santiago,Concepción,2022-03-18,2022-03-21,2022-03-20,4,received
TR-20220318-006489,SKU-00331,CD Santiago,Concepción,2022-03-18,2022-03-21,2022-03-23,2,received
TR-20220318-008986,SKU-00419,CD Santiago,Santiago,2022-03-18,2022-03-19,2022-03-19,3,received
TR-20220318-009172,SKU-00423,CD Santiago,Lima,2022-03-18,2022-03-25,2022-03-26,3,received
TR-20220318-010321,SKU-00480,CD Santiago,Antofagasta,2022-03-18,2022-03-22,2022-03-22,2,received
TR-20220318-012805,SKU-00568,CD Santiago,Concepción,2022-03-18,2022-03-21,2022-03-23,2,received
TR-20220318-012894,SKU-00579,CD Santiago,Copiapó,2022-03-18,2022-03-21,2022-03-20,1,received
TR-20220318-013385,SKU-00587,CD Santiago,Copiapó,2022-03-18,2022-03-21,2022-03-20,2,received
TR-20220318-014380,SKU-00629,CD Santiago,Santiago,2022-03-18,2022-03-19,2022-03-19,1,received
TR-20220320-012028,SKU-00540,CD Santiago,Antofagasta,2022-03-20,2022-03-24,2022-03-25,6,received
TR-20220320-012029,SKU-00540,CD Santiago,Concepción,2022-03-20,2022-03-23,2022-03-25,5,received
TR-20220320-012030,SKU-00540,CD Santiago,Copiapó,2022-03-20,2022-03-23,2022-03-23,5,received
TR-20220320-012031,SKU-00540,CD Santiago,Lima,2022-03-20,2022-03-27,2022-03-26,4,received
TR-20220321-001215,SKU-00067,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,2,received
TR-20220321-002112,SKU-00110,CD Santiago,Copiapó,2022-03-21,2022-03-24,2022-03-24,2,received
TR-20220321-002286,SKU-00122,CD Santiago,Antofagasta,2022-03-21,2022-03-25,2022-03-26,3,received
TR-20220321-002287,SKU-00122,CD Santiago,Concepción,2022-03-21,2022-03-24,2022-03-24,2,received
TR-20220321-002740,SKU-00135,CD Santiago,Antofagasta,2022-03-21,2022-03-25,2022-03-25,2,received
TR-20220321-003031,SKU-00155,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,1,received
TR-20220321-004273,SKU-00214,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,2,received
TR-20220321-004688,SKU-00225,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,1,received
TR-20220321-006957,SKU-00353,CD Santiago,Antofagasta,2022-03-21,2022-03-25,2022-03-23,2,received
TR-20220321-007396,SKU-00378,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-23,2,received
TR-20220321-007667,SKU-00380,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,4,received
TR-20220321-008238,SKU-00396,CD Santiago,Copiapó,2022-03-21,2022-03-24,2022-03-23,2,received
TR-20220321-008891,SKU-00414,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,1,received
TR-20220321-008953,SKU-00418,CD Santiago,Antofagasta,2022-03-21,2022-03-25,2022-03-25,2,received
TR-20220321-008987,SKU-00419,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-23,3,received
TR-20220321-009731,SKU-00449,CD Santiago,Concepción,2022-03-21,2022-03-24,2022-03-26,1,received
TR-20220321-009732,SKU-00449,CD Santiago,Copiapó,2022-03-21,2022-03-24,2022-03-23,1,received
TR-20220321-009805,SKU-00455,CD Santiago,Lima,2022-03-21,2022-03-28,2022-03-28,2,received
TR-20220321-010218,SKU-00471,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,2,received
TR-20220321-010322,SKU-00480,CD Santiago,Lima,2022-03-21,2022-03-28,2022-03-29,1,received
TR-20220321-012730,SKU-00564,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-22,2,received
TR-20220321-013622,SKU-00602,CD Santiago,Lima,2022-03-21,2022-03-28,2022-03-26,2,received
TR-20220321-013863,SKU-00613,CD Santiago,Concepción,2022-03-21,2022-03-24,2022-03-23,1,received
TR-20220321-014121,SKU-00622,CD Santiago,Lima,2022-03-21,2022-03-28,2022-03-29,1,received
TR-20220321-014526,SKU-00641,CD Santiago,Antofagasta,2022-03-21,2022-03-25,2022-03-24,6,received
TR-20220321-015310,SKU-00666,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-23,2,received
TR-20220321-015639,SKU-00682,CD Santiago,Santiago,2022-03-21,2022-03-22,2022-03-23,2,received
TR-20220321-016117,SKU-00707,CD Santiago,Lima,2022-03-21,2022-03-28,2022-03-28,2,received
TR-20220321-017666,SKU-00787,CD Santiago,Concepción,2022-03-21,2022-03-24,2022-03-26,1,received
TR-20220322-000908,SKU-00062,CD Santiago,Santiago,2022-03-22,2022-03-23,2022-03-23,1,received
TR-20220322-001216,SKU-00067,CD Santiago,Concepción,2022-03-22,2022-03-25,2022-03-25,2,received
TR-20220322-001975,SKU-00106,CD Santiago,Lima,2022-03-22,2022-03-29,2022-03-27,6,received
TR-20220322-002741,SKU-00135,CD Santiago,Santiago,2022-03-22,2022-03-23,2022-03-24,2,received
TR-20220322-003862,SKU-00196,CD Santiago,Antofagasta,2022-03-22,2022-03-26,2022-03-27,5,received
TR-20220322-003863,SKU-00196,CD Santiago,Lima,2022-03-22,2022-03-29,2022-03-28,2,received
TR-20220322-004735,SKU-00228,CD Santiago,Copiapó,2022-03-22,2022-03-25,2022-03-25,2,received
TR-20220322-004776,SKU-00235,CD Santiago,Concepción,2022-03-22,2022-03-25,2022-03-24,1,received
TR-20220322-007668,SKU-00380,CD Santiago,Santiago,2022-03-22,2022-03-23,2022-03-23,4,received
TR-20220322-009173,SKU-00423,CD Santiago,Antofagasta,2022-03-22,2022-03-26,2022-03-26,3,received
TR-20220322-009174,SKU-00423,CD Santiago,Santiago,2022-03-22,2022-03-23,2022-03-23,2,received
TR-20220322-009525,SKU-00435,CD Santiago,Antofagasta,2022-03-22,2022-03-26,2022-03-28,2,received
TR-20220322-009526,SKU-00435,CD Santiago,Lima,2022-03-22,2022-03-29,2022-03-27,2,received
TR-20220322-012625,SKU-00556,CD Santiago,Copiapó,2022-03-22,2022-03-25,2022-03-27,3,received
TR-20220322-013139,SKU-00582,CD Santiago,Santiago,2022-03-22,2022-03-23,2022-03-24,3,received
TR-20220322-013539,SKU-00591,CD Santiago,Copiapó,2022-03-22,2022-03-25,2022-03-25,2,received
TR-20220322-013679,SKU-00608,CD Santiago,Santiago,2022-03-22,2022-03-23,2022-03-23,1,received
TR-20220322-013946,SKU-00617,CD Santiago,Antofagasta,2022-03-22,2022-03-26,2022-03-26,3,received
TR-20220322-014527,SKU-00641,CD Santiago,Lima,2022-03-22,2022-03-29,2022-03-30,3,received
TR-20220322-014792,SKU-00650,CD Santiago,Antofagasta,2022-03-22,2022-03-26,2022-03-25,3,received
TR-20220322-015311,SKU-00666,CD Santiago,Concepción,2022-03-22,2022-03-25,2022-03-27,3,received
TR-20220322-015485,SKU-00668,CD Santiago,Copiapó,2022-03-22,2022-03-25,2022-03-24,2,received
TR-20220322-017309,SKU-00783,CD Santiago,Copiapó,2022-03-22,2022-03-25,2022-03-27,4,received
TR-20220323-000010,SKU-00005,CD Santiago,Concepción,2022-03-23,2022-03-26,2022-03-26,2,received
TR-20220323-002664,SKU-00129,CD Santiago,Lima,2022-03-23,2022-03-30,2022-03-27,2,received
TR-20220323-004163,SKU-00203,CD Santiago,Lima,2022-03-23,2022-03-30,2022-03-30,2,received
TR-20220323-004868,SKU-00241,CD Santiago,Lima,2022-03-23,2022-03-30,2022-03-31,2,received
TR-20220323-005213,SKU-00248,CD Santiago,Copiapó,2022-03-23,2022-03-26,2022-03-26,2,received
TR-20220323-006739,SKU-00343,CD Santiago,Lima,2022-03-23,2022-03-30,2022-03-28,4,received
TR-20220323-007316,SKU-00374,CD Santiago,Antofagasta,2022-03-23,2022-03-27,2022-03-25,2,received
TR-20220323-007397,SKU-00378,CD Santiago,Antofagasta,2022-03-23,2022-03-27,2022-03-29,4,received
TR-20220323-008096,SKU-00392,CD Santiago,Copiapó,2022-03-23,2022-03-26,2022-03-25,2,received
TR-20220323-008656,SKU-00402,CD Santiago,Lima,2022-03-23,2022-03-30,2022-03-30,6,received
TR-20220323-009733,SKU-00449,CD Santiago,Concepción,2022-03-23,2022-03-26,2022-03-25,2,received
TR-20220323-009806,SKU-00455,CD Santiago,Lima,2022-03-23,2022-03-30,2022-03-28,2,received
TR-20220323-010323,SKU-00480,CD Santiago,Copiapó,2022-03-23,2022-03-26,2022-03-25,2,received
TR-20220323-010978,SKU-00492,CD Santiago,Santiago,2022-03-23,2022-03-24,2022-03-25,2,received
TR-20220323-011405,SKU-00509,CD Santiago,Santiago,2022-03-23,2022-03-24,2022-03-24,5,received
TR-20220323-011930,SKU-00537,CD Santiago,Antofagasta,2022-03-23,2022-03-27,2022-03-28,4,received
TR-20220323-012032,SKU-00540,CD Santiago,Santiago,2022-03-23,2022-03-24,2022-03-24,2,received
TR-20220323-012895,SKU-00579,CD Santiago,Santiago,2022-03-23,2022-03-24,2022-03-24,2,received
TR-20220323-013140,SKU-00582,CD Santiago,Antofagasta,2022-03-23,2022-03-27,2022-03-29,2,received
TR-20220323-013585,SKU-00592,CD Santiago,Santiago,2022-03-23,2022-03-24,2022-03-25,1,received
TR-20220323-013947,SKU-00617,CD Santiago,Copiapó,2022-03-23,2022-03-26,2022-03-25,3,received
TR-20220323-014435,SKU-00636,CD Santiago,Copiapó,2022-03-23,2022-03-26,2022-03-28,2,received
TR-20220323-014839,SKU-00651,CD Santiago,Santiago,2022-03-23,2022-03-24,2022-03-24,3,received
TR-20220323-015901,SKU-00699,CD Santiago,Santiago,2022-03-23,2022-03-24,2022-03-24,4,received
TR-20220324-000071,SKU-00015,CD Santiago,Santiago,2022-03-24,2022-03-25,2022-03-25,2,received
TR-20220324-000600,SKU-00043,CD Santiago,Antofagasta,2022-03-24,2022-03-28,2022-03-27,2,received
TR-20220324-000909,SKU-00062,CD Santiago,Copiapó,2022-03-24,2022-03-27,2022-03-27,2,received
TR-20220324-000910,SKU-00062,CD Santiago,Lima,2022-03-24,2022-03-31,2022-03-31,3,received
TR-20220324-001790,SKU-00097,CD Santiago,Lima,2022-03-24,2022-03-31,2022-03-29,1,received
TR-20220324-002742,SKU-00135,CD Santiago,Lima,2022-03-24,2022-03-31,2022-04-02,2,received
TR-20220324-003086,SKU-00156,CD Santiago,Concepción,2022-03-24,2022-03-27,2022-03-27,2,received
TR-20220324-003087,SKU-00156,CD Santiago,Lima,2022-03-24,2022-03-31,2022-04-02,3,received
TR-20220324-004848,SKU-00240,CD Santiago,Concepción,2022-03-24,2022-03-27,2022-03-26,2,received
TR-20220324-005740,SKU-00291,CD Santiago,Concepción,2022-03-24,2022-03-27,2022-03-29,2,received
TR-20220324-006995,SKU-00354,CD Santiago,Lima,2022-03-24,2022-03-31,2022-03-30,2,received
TR-20220324-010202,SKU-00470,CD Santiago,Lima,2022-03-24,2022-03-31,2022-03-30,2,received
TR-20220324-011406,SKU-00509,CD Santiago,Antofagasta,2022-03-24,2022-03-28,2022-03-28,3,received
TR-20220324-012033,SKU-00540,CD Santiago,Copiapó,2022-03-24,2022-03-27,2022-03-27,3,received
TR-20220324-012286,SKU-00541,CD Santiago,Concepción,2022-03-24,2022-03-27,2022-03-28,1,received
TR-20220324-015603,SKU-00680,CD Santiago,Santiago,2022-03-24,2022-03-25,2022-03-25,1,received
TR-20220324-017310,SKU-00783,CD Santiago,Concepción,2022-03-24,2022-03-27,2022-03-29,3,received
TR-20220324-017552,SKU-00784,CD Santiago,Copiapó,2022-03-24,2022-03-27,2022-03-26,3,received
TR-20220325-001217,SKU-00067,CD Santiago,Concepción,2022-03-25,2022-03-28,2022-03-28,3,received
TR-20220325-001976,SKU-00106,CD Santiago,Copiapó,2022-03-25,2022-03-28,2022-03-29,2,received
TR-20220325-003864,SKU-00196,CD Santiago,Lima,2022-03-25,2022-04-01,2022-03-30,2,received
TR-20220325-004534,SKU-00223,CD Santiago,Copiapó,2022-03-25,2022-03-28,2022-03-27,2,received
TR-20220325-009175,SKU-00423,CD Santiago,Antofagasta,2022-03-25,2022-03-29,2022-03-31,4,received
TR-20220325-010891,SKU-00488,CD Santiago,Santiago,2022-03-25,2022-03-26,2022-03-27,1,received
TR-20220325-011407,SKU-00509,CD Santiago,Copiapó,2022-03-25,2022-03-28,2022-03-29,1,received
TR-20220325-012731,SKU-00564,CD Santiago,Concepción,2022-03-25,2022-03-28,2022-03-29,1,received
TR-20220325-013586,SKU-00592,CD Santiago,Santiago,2022-03-25,2022-03-26,2022-03-26,2,received
TR-20220326-001324,SKU-00070,CD Santiago,Concepción,2022-03-26,2022-03-29,2022-03-29,3,received
TR-20220326-001325,SKU-00070,CD Santiago,Lima,2022-03-26,2022-04-02,2022-04-01,3,received
TR-20220326-001326,SKU-00070,CD Santiago,Santiago,2022-03-26,2022-03-27,2022-03-28,7,received
TR-20220327-016443,SKU-00734,CD Santiago,Copiapó,2022-03-27,2022-03-30,2022-03-30,1,received
TR-20220327-016727,SKU-00748,CD Santiago,Concepción,2022-03-27,2022-03-30,2022-03-29,2,received
TR-20220328-000072,SKU-00015,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-03-31,2,received
TR-20220328-000345,SKU-00023,CD Santiago,Antofagasta,2022-03-28,2022-04-01,2022-03-31,2,received
TR-20220328-000361,SKU-00024,CD Santiago,Santiago,2022-03-28,2022-03-29,2022-03-29,2,received
TR-20220328-000453,SKU-00031,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-04-02,2,received
TR-20220328-001447,SKU-00072,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-04-02,2,received
TR-20220328-003395,SKU-00159,CD Santiago,Santiago,2022-03-28,2022-03-29,2022-03-30,2,received
TR-20220328-006490,SKU-00331,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-03-30,1,received
TR-20220328-007398,SKU-00378,CD Santiago,Santiago,2022-03-28,2022-03-29,2022-03-30,3,received
TR-20220328-008038,SKU-00391,CD Santiago,Santiago,2022-03-28,2022-03-29,2022-03-29,2,received
TR-20220328-008918,SKU-00415,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-03-31,2,received
TR-20220328-009176,SKU-00423,CD Santiago,Antofagasta,2022-03-28,2022-04-01,2022-03-31,5,received
TR-20220328-011210,SKU-00497,CD Santiago,Lima,2022-03-28,2022-04-04,2022-04-06,2,received
TR-20220328-011931,SKU-00537,CD Santiago,Antofagasta,2022-03-28,2022-04-01,2022-03-31,3,received
TR-20220328-012837,SKU-00573,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-03-31,2,received
TR-20220328-013587,SKU-00592,CD Santiago,Copiapó,2022-03-28,2022-03-31,2022-03-30,1,received
TR-20220328-014110,SKU-00619,CD Santiago,Copiapó,2022-03-28,2022-03-31,2022-04-01,2,received
TR-20220328-014300,SKU-00626,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-04-01,2,received
TR-20220328-014528,SKU-00641,CD Santiago,Copiapó,2022-03-28,2022-03-31,2022-04-02,2,received
TR-20220328-015091,SKU-00658,CD Santiago,Copiapó,2022-03-28,2022-03-31,2022-03-30,2,received
TR-20220328-017848,SKU-00795,CD Santiago,Concepción,2022-03-28,2022-03-31,2022-04-02,2,received
TR-20220328-018075,SKU-00799,CD Santiago,Antofagasta,2022-03-28,2022-04-01,2022-03-31,2,received
TR-20220329-000073,SKU-00015,CD Santiago,Antofagasta,2022-03-29,2022-04-02,2022-04-04,4,received
TR-20220329-000454,SKU-00031,CD Santiago,Copiapó,2022-03-29,2022-04-01,2022-03-31,2,received
TR-20220329-000911,SKU-00062,CD Santiago,Santiago,2022-03-29,2022-03-30,2022-03-30,2,received
TR-20220329-002743,SKU-00135,CD Santiago,Antofagasta,2022-03-29,2022-04-02,2022-04-02,3,received
TR-20220329-003032,SKU-00155,CD Santiago,Santiago,2022-03-29,2022-03-30,2022-03-30,2,received
TR-20220329-004869,SKU-00241,CD Santiago,Copiapó,2022-03-29,2022-04-01,2022-03-31,2,received
TR-20220329-004870,SKU-00241,CD Santiago,Santiago,2022-03-29,2022-03-30,2022-03-30,5,received
TR-20220329-006635,SKU-00337,CD Santiago,Copiapó,2022-03-29,2022-04-01,2022-03-31,1,received
TR-20220329-007027,SKU-00355,CD Santiago,Lima,2022-03-29,2022-04-05,2022-04-06,3,received
TR-20220329-007399,SKU-00378,CD Santiago,Concepción,2022-03-29,2022-04-01,2022-04-01,3,received
TR-20220329-007669,SKU-00380,CD Santiago,Lima,2022-03-29,2022-04-05,2022-04-06,6,received
TR-20220329-008145,SKU-00394,CD Santiago,Lima,2022-03-29,2022-04-05,2022-04-05,2,received
TR-20220329-008239,SKU-00396,CD Santiago,Copiapó,2022-03-29,2022-04-01,2022-04-03,3,received
TR-20220329-008812,SKU-00412,CD Santiago,Lima,2022-03-29,2022-04-05,2022-04-07,2,received
TR-20220329-010127,SKU-00461,CD Santiago,Concepción,2022-03-29,2022-04-01,2022-04-03,2,received
TR-20220329-012602,SKU-00555,CD Santiago,Santiago,2022-03-29,2022-03-30,2022-03-30,1,received
TR-20220329-013768,SKU-00611,CD Santiago,Santiago,2022-03-29,2022-03-30,2022-03-30,1,received
TR-20220329-014301,SKU-00626,CD Santiago,Concepción,2022-03-29,2022-04-01,2022-04-03,3,received
TR-20220329-014302,SKU-00626,CD Santiago,Santiago,2022-03-29,2022-03-30,2022-03-30,3,received
TR-20220329-014381,SKU-00629,CD Santiago,Santiago,2022-03-29,2022-03-30,2022-03-31,1,received
TR-20220329-016268,SKU-00727,CD Santiago,Copiapó,2022-03-29,2022-04-01,2022-04-03,1,received
TR-20220329-017311,SKU-00783,CD Santiago,Antofagasta,2022-03-29,2022-04-02,2022-04-03,3,received
TR-20220329-017553,SKU-00784,CD Santiago,Antofagasta,2022-03-29,2022-04-02,2022-04-03,2,received
TR-20220330-000912,SKU-00062,CD Santiago,Antofagasta,2022-03-30,2022-04-03,2022-04-02,3,received
TR-20220330-000913,SKU-00062,CD Santiago,Santiago,2022-03-30,2022-03-31,2022-03-31,3,received
TR-20220330-001270,SKU-00068,CD Santiago,Concepción,2022-03-30,2022-04-02,2022-04-01,1,received
TR-20220330-002744,SKU-00135,CD Santiago,Concepción,2022-03-30,2022-04-02,2022-04-04,1,received
TR-20220330-002967,SKU-00147,CD Santiago,Lima,2022-03-30,2022-04-06,2022-04-05,2,received
TR-20220330-004535,SKU-00223,CD Santiago,Antofagasta,2022-03-30,2022-04-03,2022-04-04,3,received
TR-20220330-006791,SKU-00349,CD Santiago,Copiapó,2022-03-30,2022-04-02,2022-04-04,2,received
TR-20220330-008005,SKU-00388,CD Santiago,Concepción,2022-03-30,2022-04-02,2022-04-01,2,received
TR-20220330-008785,SKU-00409,CD Santiago,Antofagasta,2022-03-30,2022-04-03,2022-04-02,3,received
TR-20220330-008892,SKU-00414,CD Santiago,Copiapó,2022-03-30,2022-04-02,2022-04-01,1,received
TR-20220330-009807,SKU-00455,CD Santiago,Concepción,2022-03-30,2022-04-02,2022-04-01,4,received
TR-20220330-010203,SKU-00470,CD Santiago,Concepción,2022-03-30,2022-04-02,2022-04-04,2,received
TR-20220330-010520,SKU-00483,CD Santiago,Lima,2022-03-30,2022-04-06,2022-04-03,3,received
TR-20220330-014122,SKU-00622,CD Santiago,Santiago,2022-03-30,2022-03-31,2022-03-31,3,received
TR-20220330-015683,SKU-00688,CD Santiago,Lima,2022-03-30,2022-04-06,2022-04-04,2,received
TR-20220330-015752,SKU-00693,CD Santiago,Concepción,2022-03-30,2022-04-02,2022-04-03,3,received
TR-20220330-016728,SKU-00748,CD Santiago,Concepción,2022-03-30,2022-04-02,2022-04-01,2,received
TR-20220330-016938,SKU-00765,CD Santiago,Copiapó,2022-03-30,2022-04-02,2022-04-01,2,received
TR-20220331-000455,SKU-00031,CD Santiago,Copiapó,2022-03-31,2022-04-03,2022-04-05,2,received
TR-20220331-000828,SKU-00059,CD Santiago,Santiago,2022-03-31,2022-04-01,2022-04-01,2,received
TR-20220331-000914,SKU-00062,CD Santiago,Copiapó,2022-03-31,2022-04-03,2022-04-02,2,received
TR-20220331-001862,SKU-00099,CD Santiago,Copiapó,2022-03-31,2022-04-03,2022-04-05,3,received
TR-20220331-002194,SKU-00116,CD Santiago,Concepción,2022-03-31,2022-04-03,2022-04-03,1,received
TR-20220331-003088,SKU-00156,CD Santiago,Antofagasta,2022-03-31,2022-04-04,2022-04-04,6,received
TR-20220331-003816,SKU-00193,CD Santiago,Concepción,2022-03-31,2022-04-03,2022-04-03,1,received
TR-20220331-005267,SKU-00257,CD Santiago,Santiago,2022-03-31,2022-04-01,2022-04-01,2,received
TR-20220331-006335,SKU-00321,CD Santiago,Concepción,2022-03-31,2022-04-03,2022-04-04,2,received
TR-20220331-008146,SKU-00394,CD Santiago,Santiago,2022-03-31,2022-04-01,2022-04-01,2,received
TR-20220331-008565,SKU-00401,CD Santiago,Antofagasta,2022-03-31,2022-04-04,2022-04-07,1,received
TR-20220331-008988,SKU-00419,CD Santiago,Santiago,2022-03-31,2022-04-01,2022-04-02,3,received
TR-20220331-009808,SKU-00455,CD Santiago,Lima,2022-03-31,2022-04-07,2022-04-09,4,received
TR-20220331-012007,SKU-00539,CD Santiago,Lima,2022-03-31,2022-04-07,2022-04-07,2,received
TR-20220331-012394,SKU-00551,CD Santiago,Concepción,2022-03-31,2022-04-03,2022-04-02,1,received
TR-20220331-013287,SKU-00583,CD Santiago,Lima,2022-03-31,2022-04-07,2022-04-07,2,received
TR-20220331-013769,SKU-00611,CD Santiago,Santiago,2022-03-31,2022-04-01,2022-04-02,2,received
TR-20220331-014840,SKU-00651,CD Santiago,Lima,2022-03-31,2022-04-07,2022-04-08,3,received
TR-20220331-015240,SKU-00665,CD Santiago,Copiapó,2022-03-31,2022-04-03,2022-04-03,1,received
TR-20220331-016324,SKU-00729,CD Santiago,Santiago,2022-03-31,2022-04-01,2022-04-01,1,received
TR-20220331-017312,SKU-00783,CD Santiago,Antofagasta,2022-03-31,2022-04-04,2022-04-02,6,received
TR-20220401-001791,SKU-00097,CD Santiago,Lima,2022-04-01,2022-04-08,2022-04-08,2,received
TR-20220401-001977,SKU-00106,CD Santiago,Copiapó,2022-04-01,2022-04-04,2022-04-06,3,received
TR-20220401-007400,SKU-00378,CD Santiago,Antofagasta,2022-04-01,2022-04-05,2022-04-04,3,received
TR-20220401-008989,SKU-00419,CD Santiago,Antofagasta,2022-04-01,2022-04-05,2022-04-05,1,received
TR-20220401-009177,SKU-00423,CD Santiago,Antofagasta,2022-04-01,2022-04-05,2022-04-07,5,received
TR-20220401-011085,SKU-00494,CD Santiago,Copiapó,2022-04-01,2022-04-04,2022-04-06,3,received
TR-20220401-011408,SKU-00509,CD Santiago,Concepción,2022-04-01,2022-04-04,2022-04-05,2,received
TR-20220401-011409,SKU-00509,CD Santiago,Copiapó,2022-04-01,2022-04-04,2022-04-03,4,received
TR-20220401-011410,SKU-00509,CD Santiago,Lima,2022-04-01,2022-04-08,2022-04-07,1,received
TR-20220401-013141,SKU-00582,CD Santiago,Santiago,2022-04-01,2022-04-02,2022-04-02,3,received
TR-20220401-013892,SKU-00616,CD Santiago,Copiapó,2022-04-01,2022-04-04,2022-04-03,1,received
TR-20220401-014793,SKU-00650,CD Santiago,Santiago,2022-04-01,2022-04-02,2022-04-02,1,received
TR-20220401-017313,SKU-00783,CD Santiago,Santiago,2022-04-01,2022-04-02,2022-04-02,4,received
TR-20220404-000307,SKU-00020,CD Santiago,Concepción,2022-04-04,2022-04-07,2022-04-08,1,received
TR-20220404-000915,SKU-00062,CD Santiago,Antofagasta,2022-04-04,2022-04-08,2022-04-08,1,received
TR-20220404-001760,SKU-00096,CD Santiago,Santiago,2022-04-04,2022-04-05,2022-04-06,1,received
TR-20220404-002488,SKU-00124,CD Santiago,Concepción,2022-04-04,2022-04-07,2022-04-09,2,received
TR-20220404-004455,SKU-00222,CD Santiago,Antofagasta,2022-04-04,2022-04-08,2022-04-10,3,received
TR-20220404-008566,SKU-00401,CD Santiago,Lima,2022-04-04,2022-04-11,2022-04-09,2,received
TR-20220404-008990,SKU-00419,CD Santiago,Antofagasta,2022-04-04,2022-04-08,2022-04-10,2,received
TR-20220404-009990,SKU-00456,CD Santiago,Copiapó,2022-04-04,2022-04-07,2022-04-06,1,received
TR-20220404-011411,SKU-00509,CD Santiago,Antofagasta,2022-04-04,2022-04-08,2022-04-11,1,received
TR-20220404-011791,SKU-00534,CD Santiago,Santiago,2022-04-04,2022-04-05,2022-04-06,1,received
TR-20220404-011824,SKU-00536,CD Santiago,Santiago,2022-04-04,2022-04-05,2022-04-05,3,received
TR-20220404-014841,SKU-00651,CD Santiago,Concepción,2022-04-04,2022-04-07,2022-04-09,2,received
TR-20220404-014842,SKU-00651,CD Santiago,Santiago,2022-04-04,2022-04-05,2022-04-06,3,received
TR-20220404-015902,SKU-00699,CD Santiago,Santiago,2022-04-04,2022-04-05,2022-04-06,3,received
TR-20220404-017136,SKU-00777,CD Santiago,Lima,2022-04-04,2022-04-11,2022-04-14,2,received
TR-20220404-017905,SKU-00798,CD Santiago,Santiago,2022-04-04,2022-04-05,2022-04-05,3,received
TR-20220405-002745,SKU-00135,CD Santiago,Antofagasta,2022-04-05,2022-04-09,2022-04-08,3,received
TR-20220405-004274,SKU-00214,CD Santiago,Copiapó,2022-04-05,2022-04-08,2022-04-08,2,received
TR-20220405-004871,SKU-00241,CD Santiago,Copiapó,2022-04-05,2022-04-08,2022-04-08,2,received
TR-20220405-004872,SKU-00241,CD Santiago,Lima,2022-04-05,2022-04-12,2022-04-09,3,received
TR-20220405-006182,SKU-00308,CD Santiago,Concepción,2022-04-05,2022-04-08,2022-04-10,2,received
TR-20220405-006482,SKU-00330,CD Santiago,Copiapó,2022-04-05,2022-04-08,2022-04-08,2,received
TR-20220405-006792,SKU-00349,CD Santiago,Copiapó,2022-04-05,2022-04-08,2022-04-07,1,received
TR-20220405-006830,SKU-00352,CD Santiago,Santiago,2022-04-05,2022-04-06,2022-04-07,2,received
TR-20220405-009069,SKU-00421,CD Santiago,Lima,2022-04-05,2022-04-12,2022-04-13,2,received
TR-20220405-009809,SKU-00455,CD Santiago,Concepción,2022-04-05,2022-04-08,2022-04-07,3,received
TR-20220405-010324,SKU-00480,CD Santiago,Concepción,2022-04-05,2022-04-08,2022-04-09,2,received
TR-20220405-010325,SKU-00480,CD Santiago,Lima,2022-04-05,2022-04-12,2022-04-12,1,received
TR-20220405-013038,SKU-00581,CD Santiago,Santiago,2022-04-05,2022-04-06,2022-04-07,1,received
TR-20220405-013386,SKU-00587,CD Santiago,Santiago,2022-04-05,2022-04-06,2022-04-06,2,received
TR-20220405-014436,SKU-00636,CD Santiago,Copiapó,2022-04-05,2022-04-08,2022-04-08,1,received
TR-20220405-014529,SKU-00641,CD Santiago,Lima,2022-04-05,2022-04-12,2022-04-10,2,received
TR-20220405-016269,SKU-00727,CD Santiago,Lima,2022-04-05,2022-04-12,2022-04-13,2,received
TR-20220406-001620,SKU-00077,CD Santiago,Lima,2022-04-06,2022-04-13,2022-04-15,2,received
TR-20220406-001717,SKU-00086,CD Santiago,Santiago,2022-04-06,2022-04-07,2022-04-08,2,received
